Time for screening with MACD: 6.78 (s)
Number of screened stocks: 560
     Sector      Code  Name            ChagesRatio        Marcap  MACD
 45  유통      002810  삼영무역           0.54   276265542080  2. 상승 추세 / 눌림목
169  유통      023530  롯데쇼핑           3.59  2195207388000  1. 상승 추세 / 추세 확대중
554  유통      499790  GS피앤엘           4.04   644502332500  1. 상승 추세 / 추세 확대중
     Sector       Code  Name            ChagesRatio         Marcap  MACD
---  ---------  ------  ------------  -------------  -------------  --------------------------
 13  유통/소매  000680  LS네트웍스            -1.97   286054948080  2. 상승 추세 / 눌림목
297  유통/소매  067830  세이브존I&C            0.2    106501122525  2. 상승 추세 / 눌림목
304  유통/소매  071840  롯데하이마트           0.26   184612307840  2. 상승 추세 / 눌림목
206  유통/소매  034230  파라다이스             0.74  1175594490630  2. 상승 추세 / 눌림목
216  유통/소매  035250  강원랜드               0.76  3662661360000  2. 상승 추세 / 눌림목
276  유통/소매  057050  현대홈쇼핑             2.5    658800000000  1. 상승 추세 / 추세 확대중
115  유통/소매  008770  호텔신라               2.84  1956518831850  1. 상승 추세 / 추세 확대중
301  유통/소매  069960  현대백화점             3.93  1599857079100  1. 상승 추세 / 추세 확대중
 70  유통/소매  004170  신세계                 4.07  1647396914800  1. 상승 추세 / 추세 확대중
     Sector            Code  Name        ChagesRatio        Marcap  MACD
---  --------------  ------  --------  -------------  ------------  ---------------------
318  유통/항공/물류  080160  모두투어           2.94  233415000000  2. 상승 추세 / 눌림목
     Sector      Code  Name            ChagesRatio          Marcap  MACD
---  --------  ------  ------------  -------------  --------------  --------------------------
222  유틸리티  036460  한국가스공사          -1.43   3683288700000  2. 상승 추세 / 눌림목
 74  유틸리티  004690  삼천리                -0.37    544184355000  2. 상승 추세 / 눌림목
208  유틸리티  034590  인천도시가스           0       111337489300  2. 상승 추세 / 눌림목
466  유틸리티  267290  경동도시가스           0.11    113427611440  2. 상승 추세 / 눌림목
147  유틸리티  015760  한국전력               1.37  19323118717700  1. 상승 추세 / 추세 확대중
303  유틸리티  071320  지역난방공사           2.88    903142032000  1. 상승 추세 / 추세 확대중
     Sector      Code  Name            ChagesRatio          Marcap  MACD
---  --------  ------  ------------  -------------  --------------  --------------------------
369  은행      105560  KB금융                -1.33  39352842300000  2. 상승 추세 / 눌림목
173  은행      024110  기업은행              -1.23  12304281158670  2. 상승 추세 / 눌림목
 94  은행      006220  제주은행              -0.11    350392623390  2. 상승 추세 / 눌림목
331  은행      086790  하나금융지주           0     20106861600000  2. 상승 추세 / 눌림목
274  은행      055550  신한지주               0.56  27667987227000  1. 상승 추세 / 추세 확대중
     Sector      Code  Name            ChagesRatio         Marcap  MACD
---  --------  ------  ------------  -------------  -------------  --------------------------
397  음식료    136480  하림                  -3.99   332436367260  2. 상승 추세 / 눌림목
 53  음식료    003230  삼양식품              -2.93  8150722230000  2. 상승 추세 / 눌림목
398  음식료    136490  선진                  -1.76   242789756840  2. 상승 추세 / 눌림목
 73  음식료    004370  농심                  -0.94  2469552652000  2. 상승 추세 / 눌림목
 92  음식료    006040  동원산업              -0.66  1834595089200  2. 상승 추세 / 눌림목
260  음식료    049770  동원F&B               -0.63   784366953000  2. 상승 추세 / 눌림목
462  음식료    264900  크라운제과            -0.6    107955587000  2. 상승 추세 / 눌림목
179  음식료    027710  팜스토리              -0.55   142613248000  2. 상승 추세 / 눌림목
104  음식료    007160  사조산업              -0.47   248250000000  2. 상승 추세 / 눌림목
261  음식료    051500  CJ프레시웨이          -0.19   309848394600  1. 상승 추세 / 추세 확대중
203  음식료    033920  무학                   0      223155000000  1. 상승 추세 / 추세 확대중
160  음식료    018120  진로발효               0.11   121100284800  2. 상승 추세 / 눌림목
 77  음식료    004970  신라교역               0.11   151680000000  2. 상승 추세 / 눌림목
193  음식료    031440  신세계푸드             0.75   134375056000  2. 상승 추세 / 눌림목
467  음식료    267980  매일유업               1.82   290606787900  2. 상승 추세 / 눌림목
542  음식료    453340  현대그린푸드           5.06   563966890800  1. 상승 추세 / 추세 확대중
 54  음식료    003380  하림지주               6.17   955407947130  1. 상승 추세 / 추세 확대중
106  음식료    007540  샘표                   6.58   129411000000  1. 상승 추세 / 추세 확대중
110  음식료    008040  사조동아원            14.83   161610567000  1. 상승 추세 / 추세 확대중
     Sector      Code  Name                  ChagesRatio         Marcap  MACD
---  --------  ------  ------------------  -------------  -------------  --------------------------
119  의류      009270  신원                        -4.33   182295392632  2. 상승 추세 / 눌림목
225  의류      036620  감성코퍼레이션              -3.52   486780000000  2. 상승 추세 / 눌림목
 80  의류      005390  신성통상                    -2.23   426095376350  2. 상승 추세 / 눌림목
 35  의류      002170  삼양통상                    -1.12   150300000000  2. 상승 추세 / 눌림목
 25  의류      001460  BYC                          0      229858320000  2. 상승 추세 / 눌림목
199  의류      033290  코웰패션                     0      122701517685  2. 상승 추세 / 눌림목
421  의류      194370  제이에스코퍼레이션           0      338293348800  1. 상승 추세 / 추세 확대중
483  의류      298540  더네이쳐홀딩스               0      167636810240  1. 상승 추세 / 추세 확대중
 86  의류      005800  신영와코루                   0      109170000000  2. 상승 추세 / 눌림목
 52  의류      003200  일신방직                     0.21   242228000000  2. 상승 추세 / 눌림목
341  의류      093050  LF                           0.65   479828400000  1. 상승 추세 / 추세 확대중
 64  의류      003610  방림                         0.75   165833901750  1. 상승 추세 / 추세 확대중
377  의류      111770  영원무역                     1.05  2645394639600  1. 상승 추세 / 추세 확대중
376  의류      110790  크리스에프앤씨               1.11   104736391200  1. 상승 추세 / 추세 확대중
124  의류      009970  영원무역홀딩스               1.48  1629453244000  2. 상승 추세 / 눌림목
 75  의류      004700  조광피혁                     4.02   382990348800  1. 상승 추세 / 추세 확대중
192  의류      031430  신세계인터내셔날             5.07   370394640000  1. 상승 추세 / 추세 확대중
     Sector           Code  Name      ChagesRatio        Marcap  MACD
---  -------------  ------  ------  -------------  ------------  ---------------------
392  이차전지 소재  126340  비나텍           1.45  181295861100  2. 상승 추세 / 눌림목
     Sector           Code  Name            ChagesRatio        Marcap  MACD
---  -------------  ------  ------------  -------------  ------------  --------------------------
371  이차전지 장비  107640  한중엔시에스          -6     237318185200  2. 상승 추세 / 눌림목
441  이차전지 장비  217820  원익피앤이             7.13  128127309300  1. 상승 추세 / 추세 확대중
    Sector      Code  Name      ChagesRatio          Marcap  MACD
--  --------  ------  ------  -------------  --------------  ---------------------
 6  자동차    000270  기아            -2.19  35154260668800  2. 상승 추세 / 눌림목
     Sector         Code  Name            ChagesRatio         Marcap  MACD
---  -----------  ------  ------------  -------------  -------------  --------------------------
293  자동차 부품  064960  SNT모티브             -6.39   763032820000  2. 상승 추세 / 눌림목
100  자동차 부품  006660  삼성공조              -4.74   117018921600  2. 상승 추세 / 눌림목
109  자동차 부품  007860  서연                  -2.94   223997711760  2. 상승 추세 / 눌림목
155  자동차 부품  017370  우신시스템            -2.03   129846642860  2. 상승 추세 / 눌림목
385  자동차 부품  118990  모트렉스              -1.83   229476167700  2. 상승 추세 / 눌림목
266  자동차 부품  053080  케이엔솔              -1.83   158857641540  2. 상승 추세 / 눌림목
 83  자동차 부품  005710  대원산업              -1.22   191559456000  2. 상승 추세 / 눌림목
426  자동차 부품  204270  제이앤티씨            -1.2    966069382200  1. 상승 추세 / 추세 확대중
354  자동차 부품  097520  엠씨넥스              -1.05   489893197000  2. 상승 추세 / 눌림목
  5  자동차 부품  000240  한국앤컴퍼니          -1.03  1779086397600  2. 상승 추세 / 눌림목
 39  자동차 부품  002350  넥센타이어            -0.96   658281490980  2. 상승 추세 / 눌림목
 84  자동차 부품  005720  넥센                  -0.7    309484187060  1. 상승 추세 / 추세 확대중
122  자동차 부품  009680  모토닉                -0.59   290878500000  1. 상승 추세 / 추세 확대중
295  자동차 부품  066590  우수AMS                0      123080277600  2. 상승 추세 / 눌림목
153  자동차 부품  016740  두올                   0.47   101897722920  1. 상승 추세 / 추세 확대중
436  자동차 부품  214330  금호에이치티           1.08   140113755805  2. 상승 추세 / 눌림목
300  자동차 부품  069510  에스텍                 1.32   156558500000  1. 상승 추세 / 추세 확대중
     Sector      Code  Name                ChagesRatio          Marcap  MACD
---  --------  ------  ----------------  -------------  --------------  --------------------------
386  전력기기  119850  지엔씨에너지              -6.83    444120543000  2. 상승 추세 / 눌림목
531  전력기기  416180  신성에스티                -5.7     277521184600  2. 상승 추세 / 눌림목
196  전력기기  032820  우리기술                  -3.23    360643576080  2. 상승 추세 / 눌림목
373  전력기기  108380  대양전기공업              -2.7     199478893050  2. 상승 추세 / 눌림목
402  전력기기  140670  알에스오토메이션          -2.32    139454068600  2. 상승 추세 / 눌림목
424  전력기기  199820  제일일렉트릭              -2.07    210645600000  2. 상승 추세 / 눌림목
103  전력기기  006910  보성파워텍                -1.98    146898173760  2. 상승 추세 / 눌림목
414  전력기기  178320  서진시스템                -1.87   1209331011000  2. 상승 추세 / 눌림목
444  전력기기  229640  LS에코에너지              -1.86    998371055400  2. 상승 추세 / 눌림목
126  전력기기  010120  LS ELECTRIC               -1.57   7440000000000  2. 상승 추세 / 눌림목
396  전력기기  130660  한전산업                  -1.42    369032000000  2. 상승 추세 / 눌림목
246  전력기기  042370  비츠로테크                -1.4     200692191500  1. 상승 추세 / 추세 확대중
 97  전력기기  006340  대원전선                  -1.36    214065544625  2. 상승 추세 / 눌림목
365  전력기기  103590  일진전기                  -0.97   1430561700000  2. 상승 추세 / 눌림목
 23  전력기기  001440  대한전선                  -0.9    2356693872000  2. 상승 추세 / 눌림목
480  전력기기  298040  효성중공업                -0.84   5939737076000  2. 상승 추세 / 눌림목
470  전력기기  273640  와이엠텍                  -0.77    111304900000  2. 상승 추세 / 눌림목
286  전력기기  062040  산일전기                  -0.75   2085496200000  2. 상승 추세 / 눌림목
317  전력기기  079960  동양이엔피                -0.7     175671000000  2. 상승 추세 / 눌림목
256  전력기기  045390  대아티아이                -0.55    322063332890  1. 상승 추세 / 추세 확대중
294  전력기기  065710  서호전기                  -0.27    211150000000  2. 상승 추세 / 눌림목
283  전력기기  060310  3S                        -0.22    113015755200  2. 상승 추세 / 눌림목
347  전력기기  094820  일진파워                   0.28    167373669900  1. 상승 추세 / 추세 확대중
184  전력기기  029460  케이씨                     0.69    293734038600  1. 상승 추세 / 추세 확대중
321  전력기기  082920  비츠로셀                   1.38    655288902450  1. 상승 추세 / 추세 확대중
 95  전력기기  006260  LS                         1.96   5174540000000  2. 상승 추세 / 눌림목
464  전력기기  267260  HD현대일렉트릭             2.53  13625817030000  1. 상승 추세 / 추세 확대중
219  전력기기  036190  금화피에스시               5.39    174300000000  1. 상승 추세 / 추세 확대중
  9  전력기기  000500  가온전선                   9.13   1196067214500  1. 상승 추세 / 추세 확대중
     Sector            Code  Name              ChagesRatio         Marcap  MACD
---  --------------  ------  --------------  -------------  -------------  --------------------------
481  정유/화학/가스  298050  HS효성첨단소재          -2.97   869557906800  2. 상승 추세 / 눌림목
200  정유/화학/가스  033500  동성화인텍              -2.66   773728945200  2. 상승 추세 / 눌림목
142  정유/화학/가스  014680  한솔케미칼              -2.53  1498512779000  2. 상승 추세 / 눌림목
176  정유/화학/가스  025860  남해화학                -1.68   363152342330  2. 상승 추세 / 눌림목
 68  정유/화학/가스  004000  롯데정밀화학            -1.53   959760000000  2. 상승 추세 / 눌림목
468  정유/화학/가스  268280  미원에스씨              -1.51   817500000000  1. 상승 추세 / 추세 확대중
156  정유/화학/가스  017390  서울가스                -1.45   301500000000  2. 상승 추세 / 눌림목
474  정유/화학/가스  285130  SK케미칼                -1.3   1016247818700  2. 상승 추세 / 눌림목
114  정유/화학/가스  008730  율촌화학                -0.72   783680000000  2. 상승 추세 / 눌림목
168  정유/화학/가스  023450  동남합성                -0.58   119525000000  2. 상승 추세 / 눌림목
 47  정유/화학/가스  002960  한국쉘석유              -0.13   516100000000  2. 상승 추세 / 눌림목
334  정유/화학/가스  089470  HDC현대EP               -0.13   123612500000  2. 상승 추세 / 눌림목
143  정유/화학/가스  014830  유니드                   0.21   612467800000  2. 상승 추세 / 눌림목
 41  정유/화학/가스  002460  HS화성                   0.4    106879500000  2. 상승 추세 / 눌림목
158  정유/화학/가스  017940  E1                       0.44   508326000000  2. 상승 추세 / 눌림목
363  정유/화학/가스  102260  동성케미컬               0.76   203216003550  2. 상승 추세 / 눌림목
157  정유/화학/가스  017890  한국알콜                 1.08   200501452800  2. 상승 추세 / 눌림목
 33  정유/화학/가스  002020  코오롱                   1.7    429298484000  1. 상승 추세 / 추세 확대중
322  정유/화학/가스  083420  그린케미칼               2.05   196560000000  2. 상승 추세 / 눌림목
     Sector      Code  Name            ChagesRatio        Marcap  MACD
---  --------  ------  ------------  -------------  ------------  --------------------------
133  제지      011280  태림포장              -0.69  158251275900  2. 상승 추세 / 눌림목
 37  제지      002310  아세아제지            -0.28  309329549300  2. 상승 추세 / 눌림목
151  제지      016590  신대양제지            -0.23  391694810400  1. 상승 추세 / 추세 확대중
 36  제지      002200  한국수출포장           0     117800000000  1. 상승 추세 / 추세 확대중
145  제지      014970  삼륭물산              11.16  118580000000  2. 상승 추세 / 눌림목
     Sector              Code  Name                ChagesRatio          Marcap  MACD
---  ----------------  ------  ----------------  -------------  --------------  --------------------------
358  조선/기계/중공업  100090  SK오션플랜트              -5.96   1137146861280  2. 상승 추세 / 눌림목
307  조선/기계/중공업  075580  세진중공업                -5.57    635008423520  1. 상승 추세 / 추세 확대중
  8  조선/기계/중공업  000490  대동                      -5.17    273473132400  2. 상승 추세 / 눌림목
309  조선/기계/중공업  077970  STX엔진                   -3.88    913368433250  2. 상승 추세 / 눌림목
324  조선/기계/중공업  083650  비에이치아이              -3.48   1110903062500  2. 상승 추세 / 눌림목
249  조선/기계/중공업  042670  HD현대인프라코어          -3.27   1808429790480  2. 상승 추세 / 눌림목
366  조선/기계/중공업  104460  디와이피엔에프            -2.75    184060077500  2. 상승 추세 / 눌림목
127  조선/기계/중공업  010140  삼성중공업                -2.62  14775200000000  2. 상승 추세 / 눌림목
228  조선/기계/중공업  036890  진성티이씨                -2.62    250002820160  1. 상승 추세 / 추세 확대중
465  조선/기계/중공업  267270  HD현대건설기계            -2.23   1257519376800  2. 상승 추세 / 눌림목
144  조선/기계/중공업  014940  오리엔탈정공              -2.03    274809175830  1. 상승 추세 / 추세 확대중
 46  조선/기계/중공업  002900  TYM                       -1.96    224353760880  2. 상승 추세 / 눌림목
335  조선/기계/중공업  089970  브이엠                    -1.48    294685282800  2. 상승 추세 / 눌림목
284  조선/기계/중공업  060370  LS마린솔루션              -1.46    599473470900  2. 상승 추세 / 눌림목
223  조선/기계/중공업  036530  SNT홀딩스                 -1.3     862475569400  2. 상승 추세 / 눌림목
431  조선/기계/중공업  210540  디와이파워                -0.96    137027596280  2. 상승 추세 / 눌림목
353  조선/기계/중공업  097230  HJ중공업                  -0.66    602905794440  2. 상승 추세 / 눌림목
141  조선/기계/중공업  013570  디와이                    -0.12    114095609055  2. 상승 추세 / 눌림목
305  조선/기계/중공업  071970  HD현대마린엔진             0.12   1426398864750  2. 상승 추세 / 눌림목
118  조선/기계/중공업  009160  SIMPAC                     0.68    318641742920  1. 상승 추세 / 추세 확대중
289  조선/기계/중공업  064350  현대로템                   1     16589628536000  1. 상승 추세 / 추세 확대중
394  조선/기계/중공업  126720  수산인더스트리             3.04    383579100000  1. 상승 추세 / 추세 확대중
129  조선/기계/중공업  010660  화천기계                   8.61    117480000000  2. 상승 추세 / 눌림목
     Sector      Code  Name            ChagesRatio         Marcap  MACD
---  --------  ------  ------------  -------------  -------------  --------------------------
 21  증권      001270  부국증권              -3.19   356724078400  1. 상승 추세 / 추세 확대중
 30  증권      001750  한양증권              -2      199837983800  2. 상승 추세 / 눌림목
234  증권      039490  키움증권              -1.67  3975017054400  2. 상승 추세 / 눌림목
 56  증권      003470  유안타증권            -1.42   664656598080  2. 상승 추세 / 눌림목
302  증권      071050  한국금융지주          -1.23  5845656560800  2. 상승 추세 / 눌림목
 89  증권      005940  NH투자증권            -1.11  5636142465790  2. 상승 추세 / 눌림목
102  증권      006800  미래에셋증권          -0.96  8908342292960  2. 상승 추세 / 눌림목
191  증권      030610  교보증권              -0.92   846744800230  2. 상승 추세 / 눌림목
311  증권      078020  LS증권                -0.48   248278325250  1. 상승 추세 / 추세 확대중
 55  증권      003460  유화증권              -0.2    148843839375  1. 상승 추세 / 추세 확대중
149  증권      016360  삼성증권              -0.18  5286560000000  2. 상승 추세 / 눌림목
 61  증권      003540  대신증권               0     1172865540000  2. 상승 추세 / 눌림목
 26  증권      001510  SK증권                 0.19   279300791061  2. 상승 추세 / 눌림목
188  증권      030210  다올투자증권           0.3    218670870540  2. 상승 추세 / 눌림목
 29  증권      001720  신영증권               0.63  1719624000000  2. 상승 추세 / 눌림목
 19  증권      001200  유진투자증권           1.9    323533836120  1. 상승 추세 / 추세 확대중
 60  증권      003530  한화투자증권           2.57   937573776750  1. 상승 추세 / 추세 확대중
     Sector      Code  Name                  ChagesRatio          Marcap  MACD
---  --------  ------  ------------------  -------------  --------------  --------------------------
125  지주회사  010060  OCI홀딩스                   -5.45   1345266565500  2. 상승 추세 / 눌림목
 93  지주회사  006120  SK디스커버리                -3.52    878862254500  2. 상승 추세 / 눌림목
 62  지주회사  003550  LG                          -3.04  11133382482000  2. 상승 추세 / 눌림목
 32  지주회사  001940  KISCO홀딩스                 -2.71    332436111000  2. 상승 추세 / 눌림목
527  지주회사  402340  SK스퀘어                    -2.28  14619256637400  2. 상승 추세 / 눌림목
278  지주회사  058650  세아홀딩스                  -1.85    394400000000  2. 상승 추세 / 눌림목
  1  지주회사  000070  삼양홀딩스                  -1.72    684753245600  2. 상승 추세 / 눌림목
209  지주회사  034730  SK                          -1.22  11846941670200  2. 상승 추세 / 눌림목
  3  지주회사  000150  두산                        -1.2    8038845727500  2. 상승 추세 / 눌림목
 22  지주회사  001430  세아베스틸지주              -1.15    814070101300  2. 상승 추세 / 눌림목
 76  지주회사  004800  효성                        -1.08   1081430292200  2. 상승 추세 / 눌림목
521  지주회사  383800  LX홀딩스                    -0.97    622450430400  2. 상승 추세 / 눌림목
 87  지주회사  005810  풍산홀딩스                  -0.97    467120260800  1. 상승 추세 / 추세 확대중
312  지주회사  078930  GS                          -0.88   4027881636300  2. 상승 추세 / 눌림목
190  지주회사  030530  원익홀딩스                  -0.73    411678438730  2. 상승 추세 / 눌림목
247  지주회사  042420  네오위즈홀딩스              -0.7     197228765700  2. 상승 추세 / 눌림목
 44  지주회사  002790  아모레퍼시픽홀딩스          -0.62   2137425042000  1. 상승 추세 / 추세 확대중
463  지주회사  267250  HD현대                      -0.48   8918319296500  2. 상승 추세 / 눌림목
338  지주회사  092230  KPX홀딩스                   -0.47    277136777600  2. 상승 추세 / 눌림목
150  지주회사  016450  한세예스24홀딩스            -0.26    162400000000  2. 상승 추세 / 눌림목
135  지주회사  011760  현대코퍼레이션              -0.2     348583254100  1. 상승 추세 / 추세 확대중
 57  지주회사  003480  한진중공업홀딩스            -0.19    156508003600  1. 상승 추세 / 추세 확대중
553  지주회사  487570  HS효성                      -0.13    223928212700  2. 상승 추세 / 눌림목
 69  지주회사  004150  한솔홀딩스                   0       114464269800  2. 상승 추세 / 눌림목
178  지주회사  027410  BGF                          0       394353178920  1. 상승 추세 / 추세 확대중
154  지주회사  016880  웅진                         0       170644315800  2. 상승 추세 / 눌림목
152  지주회사  016710  대성홀딩스                   0.13    144805131000  2. 상승 추세 / 눌림목
 85  지주회사  005740  크라운해태홀딩스             0.32    103040588180  2. 상승 추세 / 눌림목
  2  지주회사  000140  하이트진로홀딩스             0.35    212806035050  1. 상승 추세 / 추세 확대중
272  지주회사  054800  아이디스홀딩스               0.41    109686213600  1. 상승 추세 / 추세 확대중
116  지주회사  008930  한미사이언스                 0.46   2380025940000  2. 상승 추세 / 눌림목
306  지주회사  072710  농심홀딩스                   0.69    350153145000  2. 상승 추세 / 눌림목
148  지주회사  015860  일진홀딩스                   0.71    224284310235  1. 상승 추세 / 추세 확대중
 20  지주회사  001230  동국홀딩스                   0.94    252495835020  2. 상승 추세 / 눌림목
 82  지주회사  005440  현대지에프홀딩스             0.97   1152132784390  1. 상승 추세 / 추세 확대중
417  지주회사  180640  한진칼                       1.26   9433510022700  2. 상승 추세 / 눌림목
 91  지주회사  005990  매일홀딩스                   1.36    146237120640  2. 상승 추세 / 눌림목
 11  지주회사  000640  동아쏘시오홀딩스             1.47    731426964600  1. 상승 추세 / 추세 확대중
 14  지주회사  000700  유수홀딩스                   1.61    155990453880  1. 상승 추세 / 추세 확대중
 28  지주회사  001630  종근당홀딩스                 2.03    262516716400  1. 상승 추세 / 추세 확대중
509  지주회사  363280  티와이홀딩스                 2.43    138176194320  2. 상승 추세 / 눌림목
352  지주회사  096760  JW홀딩스                     2.72    265020917070  1. 상승 추세 / 추세 확대중
108  지주회사  007700  F&F홀딩스                    2.78    592973803720  1. 상승 추세 / 추세 확대중
 79  지주회사  005250  녹십자홀딩스                 3.26    685671301800  1. 상승 추세 / 추세 확대중
 78  지주회사  004990  롯데지주                     4.99   3126295262600  1. 상승 추세 / 추세 확대중
 17  지주회사  001040  CJ                           5.77   3950565529200  2. 상승 추세 / 눌림목
     Sector               Code  Name                ChagesRatio         Marcap  MACD
---  -----------------  ------  ----------------  -------------  -------------  --------------------------
552  진단기기/의료기기  475960  토모큐브                  -1.95   322027869300  2. 상승 추세 / 눌림목
448  진단기기/의료기기  240550  동방메디컬                -1.21   232056079800  1. 상승 추세 / 추세 확대중
491  진단기기/의료기기  314930  바이오다인                -0.71   484857237870  2. 상승 추세 / 눌림목
360  진단기기/의료기기  100700  세운메디칼                 0.21   108405000000  2. 상승 추세 / 눌림목
236  진단기기/의료기기  039840  디오                       0.5    272967576100  2. 상승 추세 / 눌림목
416  진단기기/의료기기  179290  엠아이텍                   0.6    254070572300  1. 상승 추세 / 추세 확대중
257  진단기기/의료기기  046210  HLB파나진                  2.24   106524514720  1. 상승 추세 / 추세 확대중
519  진단기기/의료기기  377740  바이오노트                 2.55   515383042400  1. 상승 추세 / 추세 확대중
237  진단기기/의료기기  039860  나노엔텍                   3.57   114472442330  1. 상승 추세 / 추세 확대중
399  진단기기/의료기기  137310  에스디바이오센서           5.97  1396462199940  1. 상승 추세 / 추세 확대중
455  진단기기/의료기기  253840  수젠텍                     6.8    138466264000  1. 상승 추세 / 추세 확대중
351  진단기기/의료기기  096530  씨젠                       8.68  1715623902900  1. 상승 추세 / 추세 확대중
220  진단기기/의료기기  036220  오상헬스케어               9.63   275823998160  1. 상승 추세 / 추세 확대중
327  진단기기/의료기기  084650  랩지노믹스                18.86   204159972500  1. 상승 추세 / 추세 확대중
555  진단기기/의료기기  950130  엑세스바이오              20.64   227121548640  1. 상승 추세 / 추세 확대중
429  진단기기/의료기기  205470  휴마시스                  26.6    217350015120  1. 상승 추세 / 추세 확대중
     Sector         Code  Name                ChagesRatio        Marcap  MACD
---  -----------  ------  ----------------  -------------  ------------  --------------------------
177  창업투자/VC  026890  스틱인베스트먼트          -2.83  424700603250  2. 상승 추세 / 눌림목
166  창업투자/VC  021080  에이티넘인베스트          -2.04  115680000000  2. 상승 추세 / 눌림목
292  창업투자/VC  064820  케이프                    -0.61  186955454400  2. 상승 추세 / 눌림목
530  창업투자/VC  415640  KB발해인프라               0.51  963208007280  1. 상승 추세 / 추세 확대중
241  창업투자/VC  041190  우리기술투자               3.66  577080000000  1. 상승 추세 / 추세 확대중
     Sector           Code  Name            ChagesRatio        Marcap  MACD
---  -------------  ------  ------------  -------------  ------------  --------------------------
 31  철강/비철금속  001780  알루코                -3.42  217383646340  2. 상승 추세 / 눌림목
505  철강/비철금속  354320  알멕                  -2.76  158825817850  2. 상승 추세 / 눌림목
175  철강/비철금속  024800  유성티엔에스          -2.37  104486109840  1. 상승 추세 / 추세 확대중
325  철강/비철금속  084010  대한제강              -2.11  391254573870  2. 상승 추세 / 눌림목
146  철강/비철금속  015230  대창단조              -1.58  158861598800  2. 상승 추세 / 눌림목
359  철강/비철금속  100130  동국S&C               -1.48  165143270000  2. 상승 추세 / 눌림목
367  철강/비철금속  104700  한국철강              -0.33  326227500000  2. 상승 추세 / 눌림목
 18  철강/비철금속  001080  만호제강              -0.19  116200000000  2. 상승 추세 / 눌림목
 16  철강/비철금속  000970  한국주철관            -0.15  157323450000  2. 상승 추세 / 눌림목
111  철강/비철금속  008260  NI스틸                 0.87  100100409500  2. 상승 추세 / 눌림목
299  철강/비철금속  069460  대호에이엘             1.45  122915256924  2. 상승 추세 / 눌림목
     Sector      Code  Name        ChagesRatio         Marcap  MACD
---  --------  ------  --------  -------------  -------------  --------------------------
186  카드      029780  삼성카드           0.71  4958760534800  1. 상승 추세 / 추세 확대중
     Sector      Code  Name          ChagesRatio        Marcap  MACD
---  --------  ------  ----------  -------------  ------------  ---------------------
226  통신      036630  세종텔레콤          -4.47  140200000000  2. 상승 추세 / 눌림목
400  통신      138080  오이솔루션          -2.34  108153287100  2. 상승 추세 / 눌림목
511  통신      368770  파이버프로          -2.32  218480596250  2. 상승 추세 / 눌림목
460  통신      264450  유비쿼스             0.54  115468284420  2. 상승 추세 / 눌림목
     Sector        Code  Name      ChagesRatio          Marcap  MACD
---  ----------  ------  ------  -------------  --------------  ---------------------
202  필수소비재  033780  KT&G             1.01  14720737138200  2. 상승 추세 / 눌림목
     Sector      Code  Name                ChagesRatio        Marcap  MACD
---  --------  ------  ----------------  -------------  ------------  --------------------------
326  헬스케어  084110  휴온스글로벌              -3.85  600248950000  2. 상승 추세 / 눌림목
112  헬스케어  008490  서흥                      -3.69  222242660730  2. 상승 추세 / 눌림목
281  헬스케어  059210  메타바이오메드            -3.45  162471262840  2. 상승 추세 / 눌림목
487  헬스케어  302550  리메드                    -2.64  108233636000  2. 상승 추세 / 눌림목
422  헬스케어  194700  노바렉스                  -2.54  331773261120  2. 상승 추세 / 눌림목
475  헬스케어  290650  엘앤씨바이오              -2.4   642050516300  1. 상승 추세 / 추세 확대중
515  헬스케어  376270  에이치이엠파마            -1.97  159879003600  1. 상승 추세 / 추세 확대중
445  헬스케어  234690  녹십자웰빙                -1.64  179653033120  2. 상승 추세 / 눌림목
273  헬스케어  054950  제이브이엠                -1.52  305269773000  2. 상승 추세 / 눌림목
545  헬스케어  458870  씨어스테크놀로지           0.06  246151704000  2. 상승 추세 / 눌림목
263  헬스케어  052260  현대바이오랜드             0.11  144000000000  1. 상승 추세 / 추세 확대중
198  헬스케어  033230  인성정보                   0.23  109870951500  2. 상승 추세 / 눌림목
195  헬스케어  032620  유비케어                   1.19  198610113895  2. 상승 추세 / 눌림목
248  헬스케어  042520  한스바이오메드             1.51  118085183910  1. 상승 추세 / 추세 확대중
320  헬스케어  082850  우리바이오                 2.06  115326655640  2. 상승 추세 / 눌림목
243  헬스케어  041830  인바디                     3.83  337022050000  2. 상승 추세 / 눌림목
536  헬스케어  439580  블루엠텍                   6.47  173250127710  2. 상승 추세 / 눌림목
282  헬스케어  060280  큐렉소                     6.78  385835006100  1. 상승 추세 / 추세 확대중
     Sector         Code  Name          ChagesRatio        Marcap  MACD
---  -----------  ------  ----------  -------------  ------------  --------------------------
 66  홈리빙/가구  003800  에이스침대          -1.14  302757000000  1. 상승 추세 / 추세 확대중
313  홈리빙/가구  079430  현대리바트          -0.39  162434080620  2. 상승 추세 / 눌림목
232  홈리빙/가구  039020  이건홀딩스           2.27  102082884680  1. 상승 추세 / 추세 확대중
     Sector      Code  Name                ChagesRatio         Marcap  MACD
---  --------  ------  ----------------  -------------  -------------  --------------------------
408  화장품    146320  비씨엔씨                  -4.03   116589078530  2. 상승 추세 / 눌림목
162  화장품    018290  브이티                    -2.98  1589431510800  2. 상승 추세 / 눌림목
