level_0,index,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,FICS
1244,1516,085670,KR7085670008,뉴프렉스,KOSDAQ,우량기업부,4730,1,45,0.96,4720,4735,4665,49517,232920930,1156,24450761,KSQ,IT하드웨어/반도체,Electtronic Equipment & Instruments
1249,49,086280,KR7086280005,현대글로비스,KOSPI,,113200,1,400,0.35,113800,114700,112100,128290,14517032600,84900,75000000,STK,운송/항공/물류,Road & Rail
1250,1180,086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,10400,1,540,5.48,10160,11890,10000,1094928,11927523055,2197,21134126,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
1251,927,086450,KR7086450004,동국제약,KOSDAQ GLOBAL,우량기업부,15360,2,-100,-0.65,15460,15510,15360,113561,1752699870,6894,44883735,KSQ,바이오/제약/신약개발,Pharmaceuticals
1252,852,086520,KR7086520004,에코프로,KOSDAQ,우량기업부,51000,1,900,1.8,50500,52500,49900,852234,43632454775,69245,135776152,KSQ,이차전지 배터리,Electtronic Equipment & Instruments
1254,1321,086710,KR7086710001,선진뷰티사이언스,KOSDAQ,중견기업부,13430,1,310,2.36,13350,13600,13110,146482,1953979875,1638,12203280,KSQ,화장품,Personal Products
1255,20,086790,KR7086790003,하나금융지주,KOSPI,,61200,1,400,0.66,61000,62200,61000,829472,51068574500,175791,287240880,STK,은행,Commercial Banks
1256,1167,086820,KR7086820008,바이오솔루션,KOSDAQ,기술성장기업부,28000,1,1250,4.67,26850,28600,26600,57419,1600849775,2285,8163426,KSQ,바이오/제약/신약개발,Biotechnology
1257,1235,086890,KR7086890001,이수앱지스,KOSDAQ,기술성장기업부,5280,1,40,0.76,5260,5320,5230,63443,334047025,1948,36906993,KSQ,바이오/제약/신약개발,Biotechnology
1258,890,086900,KR7086900008,메디톡스,KOSDAQ,우량기업부,163500,2,-1100,-0.67,165000,165800,162900,29690,4865632700,11933,7298497,KSQ,바이오/제약/신약개발,Biotechnology
1259,1557,086960,KR7086960002,MDS테크,KOSDAQ,중견기업부,1178,1,10,0.86,1177,1192,1169,783078,923754927,1093,92821788,KSQ,IT소프트웨어,Software
1260,1222,086980,KR7086980000,쇼박스,KOSDAQ,중견기업부,3180,1,20,0.63,3160,3190,3150,112252,356127913,1991,62638000,KSQ,엔터테인먼트,Media
1261,857,087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,174400,1,200,0.11,176000,179200,172800,163586,28653273750,40630,23297350,KSQ,바이오/제약/신약개발,Biotechnology
1265,383,088260,KR7088260005,이리츠코크렙,KOSPI,,4595,1,20,0.44,4575,4595,4535,8992,41130100,2910,63341590,STK,기타금융,Real Estate
1269,123,088350,KR7088350004,한화생명,KOSPI,,2580,1,25,0.98,2575,2590,2565,529893,1366363857,22408,868530000,STK,보험,Insurance
1272,1340,088800,KR7088800008,에이스테크,KOSDAQ,중견기업부,701,0,0,0.0,0,0,0,0,0,1587,226519303,KSQ,통신,Commuications Equipment
1274,66,088980,KR7088980008,맥쿼리인프라,KOSPI,,11400,1,50,0.44,11350,11430,11350,616936,7039439730,54597,478921993,STK,유틸리티,
1275,1045,089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,22950,1,600,2.68,22750,23050,22500,114890,2620663500,3519,15334346,KSQ,화학,Chemicals
1276,887,089030,KR7089030001,테크윙,KOSDAQ,우량기업부,34800,1,1300,3.88,34400,35600,34350,575499,20081876125,12999,37353645,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
1280,607,089470,KR7089470009,HDC현대EP,KOSPI,,3620,1,30,0.84,3675,3675,3595,17403,62793200,1154,31900000,STK,정유/화학/가스,Auto Components
1281,278,089590,KR7089590004,제주항공,KOSPI,,6800,1,60,0.89,6770,6820,6725,109388,741979455,5483,80640985,STK,운송/항공/물류,Airlines
1282,1290,089600,KR7089600001,KT나스미디어,KOSDAQ,우량기업부,15090,1,350,2.37,14870,15400,14660,49818,751782550,1745,11568163,KSQ,미디어,Media
1284,1579,089850,KR7089850002,유비벨록스,KOSDAQ,우량기업부,7170,1,1110,18.32,6060,7750,6020,6632435,47777163750,1056,14730199,KSQ,IT소프트웨어,Electtronic Equipment & Instruments
1285,192,089860,KR7089860001,롯데렌탈,KOSPI,,29250,1,200,0.69,29150,29250,28750,36684,1066230000,10620,36309388,STK,유통/소매,Hotel & Leisure
1286,1479,089890,KR7089890008,코세스,KOSDAQ,우량기업부,7390,1,80,1.09,7400,7440,7250,52788,387497770,1225,16584962,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
1287,1086,089970,KR7089970008,브이엠,KOSDAQ,우량기업부,12720,1,920,7.8,11800,12780,11800,175062,2176961795,3062,24075595,KSQ,미용기기,Semiconductors & Semiconductor Equipment
1288,1143,089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,15520,1,340,2.24,15300,15590,15160,57217,881112505,2481,15989037,KSQ,이차전지 소재,Electtronic Equipment & Instruments
1291,517,090350,KR7090350000,노루페인트,KOSPI,,8290,1,90,1.1,8220,8350,8220,143288,1186972700,1658,20000000,STK,건자재,Building Products
1292,1146,090360,KR7090360009,로보스타,KOSDAQ,중견기업부,25200,1,750,3.07,24500,25300,24500,74469,1861090425,2457,9750000,KSQ,IT하드웨어/반도체,Machinery
1295,57,090430,KR7090430000,아모레퍼시픽,KOSPI,,119800,1,2400,2.04,118200,120400,116600,271925,32345097750,70074,58492759,STK,화장품,Personal Products
1296,319,090460,KR7090460007,비에이치,KOSPI,,12550,1,70,0.56,12590,12650,12500,158094,1985103110,4325,34464379,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
1298,1177,090710,KR7090710005,휴림로봇,KOSDAQ,중견기업부,2000,1,4,0.2,2000,2020,1997,1430046,2865485383,2204,110237793,KSQ,IT하드웨어/반도체,Machinery
1299,1456,090850,KR7090850009,현대이지웰,KOSDAQ,우량기업부,5350,1,40,0.75,5330,5380,5290,44645,238590220,1270,23746361,KSQ,IT소프트웨어,Internet Services
1301,1178,091120,KR7091120006,이엠텍,KOSDAQ,우량기업부,12860,1,200,1.58,12780,12980,12540,98624,1261429325,2203,17132936,KSQ,IT하드웨어/반도체,Mobile phone and Mobile accessory
1304,1599,091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,7670,1,80,1.05,7600,7800,7560,37371,286517495,1022,13328219,KSQ,이차전지 소재,Electtronic Equipment & Instruments
1306,1014,091700,KR7091700005,파트론,KOSDAQ GLOBAL,우량기업부,7010,1,20,0.29,7010,7020,6940,62027,433570225,3995,57000000,KSQ,IT하드웨어/반도체,Mobile phone and Mobile accessory
1307,305,091810,KR7091810002,티웨이항공,KOSPI,,2180,1,40,1.87,2155,2215,2145,361992,791401797,4695,215378976,STK,운송/항공/물류,Airlines
1309,1259,092040,KR7092040005,아미코젠,KOSDAQ,투자주의환기종목(소속부없음),3390,1,120,3.67,3305,3450,3300,211989,714048040,1865,55018347,KSQ,바이오/제약/신약개발,Pharmaceuticals
