Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,FICS
090360,KR7090360009,로보스타,KOSDAQ,중견기업부,26150,2,-600,-2.24,27000,27300,25500,196110,5133681700,2549,9750000,KSQ,로봇,Machinery
090430,KR7090430000,아모레퍼시픽,KOSPI,,121600,2,-1900,-1.54,123000,123400,120900,69401,8454907950,71127,58492759,STK,화장품,Personal Products
090460,KR7090460007,비에이치,KOSPI,,13490,2,-30,-0.22,13550,13740,13470,134994,1835645990,4649,34464379,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
090710,KR7090710005,휴림로봇,KOSDAQ,중견기업부,2110,2,-115,-5.17,2285,2290,2100,5634023,12208464190,2326,110237793,KSQ,로봇,Machinery
090850,KR7090850009,현대이지웰,KOSDAQ,우량기업부,6390,2,-50,-0.78,6430,6450,6350,36848,235997215,1517,23746361,KSQ,IT소프트웨어,Internet Services
091120,KR7091120006,이엠텍,KOSDAQ,중견기업부,11600,2,-110,-0.94,11710,11780,11580,25514,296687410,1987,17132936,KSQ,IT하드웨어/반도체,Mobile phone and Mobile accessory
091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,7740,1,50,0.65,7700,7740,7550,27591,211540230,1031,13328219,KSQ,이차전지 장비,Electtronic Equipment & Instruments
091700,KR7091700005,파트론,KOSDAQ GLOBAL,우량기업부,6710,2,-60,-0.89,6750,6800,6700,61599,415113690,3824,57000000,KSQ,IT하드웨어/반도체,Mobile phone and Mobile accessory
091810,KR7091810002,티웨이항공,KOSPI,,2185,3,0,0.0,2205,2210,2160,132462,289379944,4706,215378976,STK,운송/항공/물류,Airlines
092040,KR7092040005,아미코젠,KOSDAQ,기술성장기업부,3170,3,0,0.0,3180,3200,3125,123513,389865081,1744,55018347,KSQ,바이오/제약/신약개발,Pharmaceuticals
092070,KR7092070002,디엔에프,KOSDAQ,우량기업부,11120,2,-130,-1.16,11340,11340,11100,4549,50739120,1286,11571858,KSQ,반도체 소재,Semiconductors & Semiconductor Equipment
092130,KR7092130004,이크레더블,KOSDAQ,중견기업부,14850,2,-50,-0.34,14980,14980,14800,4300,63875340,1788,12043600,KSQ,IT소프트웨어,Internet Services
092190,KR7092190008,서울바이오시스,KOSDAQ,중견기업부,3320,3,0,0.0,3290,3325,3290,3595,11864840,1522,45868383,KSQ,IT하드웨어/반도체,Display and Display accessory
092200,KR7092200005,디아이씨,KOSPI,,4915,1,310,6.73,4820,4990,4710,1128894,5490296992,1911,38888569,STK,자동차 부품,Auto Components
092220,KR7092220003,KEC,KOSPI,,775,1,15,1.97,760,781,760,392411,303306726,1555,200763141,STK,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
092230,KR7092230002,KPX홀딩스,KOSPI,,64300,1,100,0.16,64000,64300,64000,587,37680350,2716,4224646,STK,지주회사,Chemicals
092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,9310,2,-550,-5.58,9860,9900,8970,225236,2097058470,1592,17109680,KSQ,IT소프트웨어,Shipbuilding
092730,KR7092730001,네오팜,KOSDAQ,우량기업부,13730,2,-70,-0.51,13830,13880,13690,23881,328404160,2200,16027989,KSQ,화장품,Personal Products
092790,KR7092790005,넥스틸,KOSPI,,12380,2,-90,-0.72,12400,12470,12260,118214,1461038770,3219,26002000,STK,철강/비철금속,Metal & Mining
092870,KR7092870005,엑시콘,KOSDAQ,우량기업부,10780,2,-210,-1.91,10890,11030,10200,62539,665441245,1406,13050797,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
093050,KR7093050003,LF,KOSPI,,15360,1,70,0.46,15290,15440,15220,16774,257543115,4491,29240000,STK,의류,"Textiles,Apparel"
093230,KR7093230001,이아이디,KOSPI,,1392,0,0,0.0,0,0,0,0,0,3541,254384360,STK,기타금융,"Oil, Gas & consumable Fuels"
093320,KR7093320000,케이아이엔엑스,KOSDAQ,우량기업부,78500,2,-200,-0.25,78800,79100,77600,5110,400533700,3830,4880000,KSQ,IT소프트웨어,Internet Services
093370,KR7093370005,후성,KOSPI,,4300,2,-50,-1.15,4320,4345,4175,294428,1252752445,4611,107255330,STK,정유/화학/가스,Chemicals
093520,KR7093520005,매커스,KOSDAQ,우량기업부,11400,2,-430,-3.63,11780,11780,11400,74057,852947180,1842,16163092,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
093640,KR7093640001,케이알엠,KOSDAQ,투자주의환기종목(소속부없음),3820,2,-100,-2.55,3955,3955,3750,32687,125527577,1245,32606724,KSQ,IT소프트웨어,Semiconductors & Semiconductor Equipment
094170,KR7094170008,동운아나텍,KOSDAQ,우량기업부,20050,2,-400,-1.96,20350,20350,19870,91871,1840255495,4192,20909936,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
094280,KR7094280005,효성ITX,KOSPI,,12170,1,10,0.08,12240,12240,12100,3098,37630930,1406,11558200,STK,IT소프트웨어,Commercial Services & Supplies
094360,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,17510,2,-190,-1.07,17820,17850,17470,58881,1036449085,3697,21118374,KSQ,IT소프트웨어,Semiconductors & Semiconductor Equipment
094480,KR7094480001,갤럭시아머니트리,KOSDAQ,중견기업부,8360,2,-90,-1.07,8450,8450,8320,135185,1130743860,3279,39229838,KSQ,IT소프트웨어,Internet Services
094800,KR7094800000,맵스리얼티1,KOSPI,,4385,1,35,0.8,4375,4390,4300,9168,39968050,4070,92834331,STK,기타금융,
094820,KR7094820008,일진파워,KOSDAQ,우량기업부,9120,2,-80,-0.87,9250,9260,9050,21330,194483110,1375,15078709,KSQ,전력기기,Energy Equipment & service
095190,KR7095190005,이엠코리아,KOSDAQ,중견기업부,2130,1,5,0.24,2125,2155,2110,31898,67927754,1390,65260462,KSQ,조선/기계/중공업,Machinery
095340,KR7095340006,ISC,KOSDAQ,우량기업부,54600,2,-2400,-4.21,56600,56800,54400,108869,6002422350,11573,21197058,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
095500,KR7095500005,미래나노텍,KOSDAQ,우량기업부,8080,1,240,3.06,7840,8220,7750,177554,1423185305,2505,31009999,KSQ,디스플레이 소재,Display and Display accessory
095570,KR7095570008,AJ네트웍스,KOSPI,,3740,2,-55,-1.45,3795,3795,3730,138921,521078487,1692,45252759,STK,운송/항공/물류,Transportation Infrastructure
095610,KR7095610002,테스,KOSDAQ,우량기업부,22550,2,-500,-2.17,23000,23400,22450,80609,1845466050,4457,19768226,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
095660,KR7095660007,네오위즈,KOSDAQ,우량기업부,25400,1,950,3.89,24300,25700,24300,105151,2657830250,5551,21856816,KSQ,게임,Game Software
095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,4600,1,70,1.55,4530,4655,4455,46115,211440055,2094,45540494,KSQ,바이오/제약/신약개발,Biotechnology
095720,KR7095720009,웅진씽크빅,KOSPI,,1690,1,50,3.05,1645,1724,1643,746480,1264305024,1952,115505985,STK,미디어,Education
096040,KR7096040001,이트론,KOSDAQ,투자주의환기종목(소속부없음),271,0,0,0.0,0,0,0,0,0,2455,906131295,KSQ,IT하드웨어/반도체,IT Services
096240,KR7096240007,크레버스,KOSDAQ,우량기업부,14380,2,-90,-0.62,14470,14470,14350,14893,214324360,1601,11138180,KSQ,미디어,Education
096250,KR7096250006,와이즈넛,KOSDAQ,기술성장기업부,13580,2,-50,-0.37,13560,14070,13510,67111,921916945,1778,13096536,KSQ,AI,Software
096530,KR7096530001,씨젠,KOSDAQ,우량기업부,31350,1,1450,4.85,29900,31900,29250,466655,14487118400,16372,52225994,KSQ,진단기기/의료기기,Health Care Equipment & Supplies
096760,KR7096760004,JW홀딩스,KOSPI,,3130,1,5,0.16,3135,3140,3115,44035,137779400,2313,73924942,STK,지주회사,Pharmaceuticals
096770,KR7096770003,SK이노베이션,KOSPI,,88850,2,-950,-1.06,89100,89600,88700,154888,13781900150,134194,151034776,STK,정유/화학/가스,"Oil, Gas & consumable Fuels"
097230,KR7097230007,HJ중공업,KOSPI,,7810,2,-90,-1.14,7760,7870,7450,784237,5993089950,6503,83274281,STK,조선/기계/중공업,Construction & Engineering
097520,KR7097520001,엠씨넥스,KOSPI,,26850,1,250,0.94,26750,26900,26150,28878,771213575,4827,17977732,STK,자동차 부품,Mobile phone and Mobile accessory
097950,KR7097950000,CJ제일제당,KOSPI,,233000,2,-3000,-1.27,235500,236500,232500,50622,11854862750,35076,15054186,STK,음식료,Food Products
098070,KR7098070006,한텍,KOSDAQ,중견기업부,32650,2,-1050,-3.12,33800,33900,32500,97497,3207373350,3631,11121141,KSQ,자동차 부품,Energy Equipment & service
098460,KR7098460009,고영,KOSDAQ,우량기업부,17760,2,-440,-2.42,18070,18580,17700,2095690,37701069095,12193,68654755,KSQ,반도체 장비,Electtronic Equipment & Instruments
099190,KR7099190001,아이센스,KOSDAQ,우량기업부,16870,1,180,1.08,16530,17000,16530,32530,544101890,4675,27715273,KSQ,진단기기/의료기기,Health Care Equipment & Supplies
099320,KR7099320004,쎄트렉아이,KOSDAQ,우량기업부,48900,2,-650,-1.31,49650,49950,48600,16224,797261300,5355,10951278,KSQ,방위산업,Commercial Services & Supplies
099430,KR7099430001,바이오플러스,KOSDAQ,우량기업부,7680,1,160,2.13,7600,7700,7450,254083,1920611035,4646,60499659,KSQ,바이오/제약/신약개발,Health Care Equipment & Supplies
099750,KR7099750002,이지케어텍,KOSDAQ,벤처기업부,18150,2,-270,-1.47,18420,18450,18100,4711,86063760,1240,6834776,KSQ,헬스케어,Health Care Equipment & Supplies
100090,KR7100090000,SK오션플랜트,KOSPI,,18590,2,-1250,-6.3,20100,20100,18350,1056418,19908795350,11004,59195568,STK,조선/기계/중공업,Energy Equipment & service
100120,KR7100120005,뷰웍스,KOSDAQ,우량기업부,24250,2,-350,-1.42,24600,24750,24200,2863,69932400,2364,9750000,KSQ,진단기기/의료기기,Health Care Equipment & Supplies
100130,KR7100130004,동국S&C,KOSDAQ,중견기업부,2535,2,-85,-3.24,2610,2610,2500,351547,889990241,1448,57143000,KSQ,철강/비철금속,Metal & Mining
100250,KR7100250000,진양홀딩스,KOSPI,,3070,2,-5,-0.16,3075,3075,3060,6814,20894135,1715,55895292,STK,지주회사,Chemicals
100700,KR7100700004,세운메디칼,KOSDAQ,우량기업부,2440,1,10,0.41,2430,2460,2420,34193,83266959,1068,43800000,KSQ,진단기기/의료기기,Health Care Equipment & Supplies
100790,KR7100790005,미래에셋벤처투자,KOSDAQ,우량기업부,5020,2,-10,-0.2,5090,5090,4975,35419,177874700,2666,53124634,KSQ,창업투자/VC,Diversified Financial Services
100840,KR7100840008,SNT에너지,KOSPI,,36550,2,-1500,-3.94,38100,38200,36450,67323,2478007575,7558,20680783,STK,신재생에너지,Energy Equipment & service
101140,KR7101140002,인바이오젠,KOSPI,,14220,2,-430,-2.94,14610,14610,14000,15947,226710280,1428,10044216,STK,바이오/제약/신약개발,Electtronic Equipment & Instruments
101160,KR7101160000,월덱스,KOSDAQ,우량기업부,18080,2,-1210,-6.27,19250,19250,17920,120810,2226704015,2985,16510993,KSQ,반도체 소재,Semiconductors & Semiconductor Equipment
101360,KR7101360006,에코앤드림,KOSDAQ,벤처기업부,23850,2,-50,-0.21,23900,24150,23650,30316,722484125,4241,17786114,KSQ,이차전지 소재,Chemicals
101490,KR7101490001,에스앤에스텍,KOSDAQ,우량기업부,36450,1,200,0.55,35900,36700,35750,79658,2891407675,7819,21451447,KSQ,반도체 소재,Semiconductors & Semiconductor Equipment
101530,KR7101530004,해태제과식품,KOSPI,,6800,2,-90,-1.31,6860,6890,6765,34033,231960425,1979,29116822,STK,음식료,Food Products
101730,KR7101730000,위메이드맥스,KOSDAQ,벤처기업부,6300,1,120,1.94,6400,6510,6250,42333,269467390,5224,82935616,KSQ,게임,Game Software
101930,KR7101930006,인화정공,KOSDAQ,우량기업부,40150,2,-200,-0.5,39800,40450,39300,7643,303805700,3860,9615733,KSQ,자동차 부품,Shipbuilding
101970,KR7101970002,우양에이치씨,KOSDAQ,중견기업부,15970,2,-3430,-17.68,18160,18420,15590,383211,6462965940,2323,14547709,KSQ,음식료,Energy Equipment & service
102120,KR7102120003,어보브반도체,KOSDAQ,벤처기업부,10650,2,-210,-1.93,10870,10960,10630,66008,709229735,1893,17780753,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
102260,KR7102260007,동성케미컬,KOSPI,,4040,2,-45,-1.1,4090,4105,4030,80786,327740195,2027,50176791,STK,정유/화학/가스,Chemicals
102370,KR7102370004,케이옥션,KOSDAQ,기술성장기업부,3780,2,-20,-0.53,3795,3825,3760,103007,390485590,1029,27229210,KSQ,유통/소매,Distributors
102460,KR7102460003,이연제약,KOSPI,,10990,2,-30,-0.27,10940,11110,10870,3639,39880730,2042,18586811,STK,바이오/제약/신약개발,Pharmaceuticals
102710,KR7102710001,이엔에프테크놀로지,KOSDAQ,우량기업부,26750,2,-300,-1.11,27050,27525,26700,16010,432446550,3821,14287836,KSQ,디스플레이 소재,Semiconductors & Semiconductor Equipment
102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,24650,1,150,0.61,24800,24800,24000,10314,252046550,3062,12423387,KSQ,바이오/제약/신약개발,Pharmaceuticals
103140,KR7103140000,풍산,KOSPI,,58500,2,-400,-0.68,59000,59100,58000,62027,3621046600,16394,28024278,STK,철강/비철금속,Metal & Mining
103590,KR7103590006,일진전기,KOSPI,,28000,2,-200,-0.71,28500,29150,27050,761477,21165875100,13351,47685390,STK,전력기기,Electrical Equipment
104460,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,16400,1,880,5.67,15540,18840,15430,498178,8535370020,1757,10713625,KSQ,조선/기계/중공업,Machinery
104480,KR7104480009,티케이케미칼,KOSDAQ,우량기업부,1504,2,-13,-0.86,1530,1533,1490,66788,100103856,1367,90895434,KSQ,정유/화학/가스,Chemicals
104700,KR7104700000,한국철강,KOSPI,,8720,1,180,2.11,8550,8730,8430,37864,327804555,3178,36450000,STK,철강/비철금속,Metal & Mining
104830,KR7104830005,원익머트리얼즈,KOSDAQ,우량기업부,20700,2,-400,-1.9,21100,21350,20700,23402,491739075,2609,12608000,KSQ,반도체 소재,Semiconductors & Semiconductor Equipment
105550,KR7105550008,엣지파운드리,KOSDAQ,중견기업부,3285,2,-65,-1.94,3350,3355,3270,163979,541467054,2542,77386914,KSQ,IT하드웨어/반도체,Auto Components
105560,KR7105560007,KB금융,KOSPI,,93700,1,300,0.32,92700,94700,92700,312580,29408222300,368736,393528423,STK,은행,Commercial Banks
105630,KR7105630008,한세실업,KOSPI,,11100,2,-270,-2.37,11280,11470,11100,51720,581195575,4440,40000000,STK,의류,"Textiles,Apparel"
105840,KR7105840003,우진,KOSPI,,7750,2,-110,-1.4,7920,7980,7730,60602,472465400,1565,20197670,STK,원자력,Machinery
106190,KR7106190002,하이텍팜,KOSDAQ,우량기업부,12790,1,120,0.95,12780,12810,12500,19669,248826620,1359,10633173,KSQ,바이오/제약/신약개발,Pharmaceuticals
107590,KR7107590002,미원홀딩스,KOSPI,,74000,2,-100,-0.13,74600,74800,74000,226,16726900,1716,2320000,STK,지주회사,Chemicals
107600,KR7107600009,새빗켐,KOSDAQ,벤처기업부,18050,1,2300,14.6,16000,20450,15760,705319,13530147245,1016,5630054,KSQ,이차전지 소재,Electtronic Equipment & Instruments
107640,KR7107640005,한중엔시에스,KOSDAQ,기술성장기업부,27200,1,1350,5.22,25300,27400,25000,134208,3545170400,2463,9057946,KSQ,이차전지 장비,Auto Components
108230,KR7108230004,톱텍,KOSDAQ,우량기업부,4275,2,-15,-0.35,4290,4300,4245,27871,119098405,1625,38023245,KSQ,디스플레이 장비,Display and Display accessory
108320,KR7108320003,LX세미콘,KOSPI,,62100,1,800,1.31,61100,62400,61000,27026,1672380000,10100,16264300,STK,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
108380,KR7108380007,대양전기공업,KOSDAQ,우량기업부,19390,2,-910,-4.48,20300,20300,19380,25530,502524800,1855,9567333,KSQ,전력기기,Shipbuilding
108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,53000,1,4000,8.16,53500,56500,48500,3683323,192574565950,7002,13212660,KSQ,로봇,Machinery
108670,KR7108670001,LX하우시스,KOSPI,,29600,1,100,0.34,29500,29900,29250,7029,207884300,2654,8967670,STK,건자재,Building Products
108860,KR7108860008,셀바스AI,KOSDAQ,벤처기업부,14160,2,-110,-0.77,14380,14530,14160,315945,4524589165,3811,26914790,KSQ,AI,Health Care Equipment & Supplies
109610,KR7109610006,에스와이,KOSDAQ,중견기업부,3802,2,-98,-2.51,3860,3955,3795,624311,2397846655,1859,48907400,KSQ,건자재,Building Products
109740,KR7109740001,디에스케이,KOSDAQ,벤처기업부,5250,2,-1310,-19.97,6400,6400,5030,550963,3016586505,1349,25710390,KSQ,반도체 장비,Electtronic Equipment & Instruments
110790,KR7110790003,크리스에프앤씨,KOSDAQ,우량기업부,4460,3,0,0.0,4460,4540,4455,5059,22684280,1045,23430960,KSQ,의류,"Textiles,Apparel"
110990,KR7110990009,디아이티,KOSDAQ,우량기업부,13190,2,-190,-1.42,13380,13530,13150,29358,388648920,2492,18900000,KSQ,반도체 장비,Display and Display accessory
111380,KR7111380002,동인기연,KOSPI,,17320,2,-110,-0.63,17430,17840,17200,10566,184913225,1061,6128000,STK,의류,"Textiles,Apparel"
111710,KR7111710000,남화산업,KOSDAQ,중견기업부,5270,1,40,0.76,5290,5320,5200,1000,5256230,1084,20588000,KSQ,음식료,Hotel & Leisure
111770,KR7111770004,영원무역,KOSPI,,51100,2,-800,-1.54,50900,52500,50900,22381,1155788300,22643,44311468,STK,의류,"Textiles,Apparel"
112040,KR7112040001,위메이드,KOSDAQ,중견기업부,25450,2,-50,-0.2,25250,26000,25250,59281,1516562825,8639,33948483,KSQ,게임,Game Software
112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,22750,2,-700,-2.99,23850,23850,22750,75217,1749260000,2300,10110545,KSQ,반도체 소재,Semiconductors & Semiconductor Equipment
112610,KR7112610001,씨에스윈드,KOSPI,,47900,2,-1400,-2.84,48750,48900,47600,346989,16667483675,20200,42171403,STK,신재생에너지,Energy Equipment & service
114090,KR7114090004,GKL,KOSPI,,12990,1,170,1.33,12780,13090,12700,125526,1630296385,8035,61855670,STK,엔터테인먼트,Hotel & Leisure
114190,KR7114190002,강원에너지,KOSDAQ,우량기업부,6820,2,-20,-0.29,6840,6890,6680,20454,138253930,1781,26123038,KSQ,이차전지 소재,Electtronic Equipment & Instruments
114810,KR7114810005,한솔아이원스,KOSDAQ,우량기업부,7980,2,-60,-0.75,8090,8120,7870,59015,470180350,2323,29113174,KSQ,디스플레이 장비,Semiconductors & Semiconductor Equipment
114840,KR7114840002,아이패밀리에스씨,KOSDAQ,우량기업부,19150,2,-360,-1.85,19450,19500,18850,88301,1681708560,3316,17319900,KSQ,화장품,Personal Products
115180,KR7115180002,큐리언트,KOSDAQ,벤처기업부,10780,1,80,0.75,10570,10930,10520,83348,892862460,3635,33725867,KSQ,바이오/제약/신약개발,Pharmaceuticals
115310,KR7115310005,인포바인,KOSDAQ,벤처기업부,32200,1,50,0.16,32150,32500,32000,1720,55340950,1028,3192883,KSQ,IT소프트웨어,Internet Services
115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,7810,1,30,0.39,7700,7900,7690,129259,1004812760,6579,84245931,KSQ,바이오/제약/신약개발,Pharmaceuticals
115500,KR7115500001,케이씨에스,KOSDAQ,중견기업부,11520,1,90,0.79,11550,11900,11490,402514,4702948160,1382,12000000,KSQ,IT소프트웨어,IT Services
117580,KR7117580001,대성에너지,KOSPI,,7680,2,-40,-0.52,7770,7770,7640,11061,85052120,2112,27500000,STK,유틸리티,Gas Utility
117730,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,12240,2,-520,-4.08,12900,12920,12090,651487,8060690220,2298,18782090,KSQ,로봇,Machinery
118990,KR7118990001,모트렉스,KOSDAQ,우량기업부,9370,1,50,0.54,9300,9370,9190,51307,476548780,2329,24861990,KSQ,자동차 부품,Auto Components
119610,KR7119610004,인터로조,KOSDAQ,중견기업부,17660,1,1310,8.01,16460,18110,16260,340661,5944241175,2334,13216478,KSQ,헬스케어,Health Care Equipment & Supplies
119830,KR7119830008,아이텍,KOSDAQ,중견기업부,5830,2,-90,-1.52,5920,5940,5790,60893,355743950,1289,22117542,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
119850,KR7119850006,지엔씨에너지,KOSDAQ,우량기업부,27650,1,850,3.17,27050,30900,26650,1126815,32503128275,4548,16448909,KSQ,전력기기,Electrical Equipment
120030,KR7120030002,조선선재,KOSPI,,99800,2,-700,-0.7,100500,100900,99400,1240,123798400,1255,1257651,STK,철강/비철금속,Metal & Mining
120110,KR7120110002,코오롱인더,KOSPI,,30900,1,50,0.16,30600,31100,30500,48103,1483659375,8503,27519091,STK,정유/화학/가스,Chemicals
120240,KR7120240007,대정화금,KOSDAQ,우량기업부,14740,1,1030,7.51,13950,15050,13390,822166,11734636295,1059,7190391,KSQ,정유/화학/가스,Chemicals
121440,KR7121440002,골프존홀딩스,KOSDAQ,우량기업부,5350,3,0,0.0,5350,5390,5330,38591,207050195,2291,42836818,KSQ,엔터테인먼트,Leisure Equipment & Products
121600,KR7121600001,나노신소재,KOSDAQ,우량기업부,54200,1,400,0.74,53900,54800,53100,16323,883330800,6611,12197878,KSQ,디스플레이 소재,Chemicals
122450,KR7122450000,KX,KOSDAQ,중견기업부,3800,1,50,1.33,3770,3815,3735,73323,278231965,1722,45335964,KSQ,IT소프트웨어,Industrial Conglomerates
122640,KR7122640006,예스티,KOSDAQ,벤처기업부,15350,2,-630,-3.94,15980,15980,15120,60001,923730910,3215,20945055,KSQ,디스플레이 장비,Semiconductors & Semiconductor Equipment
122870,KR7122870009,와이지엔터테인먼트,KOSDAQ GLOBAL,우량기업부,75600,2,-800,-1.05,76000,76800,75100,86502,6536205400,14130,18691049,KSQ,엔터테인먼트,Media
122900,KR7122900004,아이마켓코리아,KOSPI,,8050,2,-40,-0.49,8090,8090,8020,24479,197082235,2691,33428840,STK,유통,Internet Retail
122990,KR7122990005,와이솔,KOSDAQ,우량기업부,6580,2,-410,-5.87,6820,6820,6430,234209,1532319600,1820,27671533,KSQ,IT하드웨어/반도체,Mobile phone and Mobile accessory
123040,KR7123040008,엠에스오토텍,KOSDAQ,우량기업부,2280,2,-65,-2.77,2345,2345,2275,63266,145231347,1427,62628299,KSQ,자동차 부품,Auto Components
123330,KR7123330003,제닉,KOSDAQ,벤처기업부,25750,2,-300,-1.15,26050,27400,25100,101989,2651340100,2051,7968680,KSQ,화장품,Personal Products
123410,KR7123410003,코리아에프티,KOSDAQ,우량기업부,4635,1,40,0.87,4665,4705,4600,93881,436657299,1290,27841064,KSQ,자동차 부품,Auto Components
123690,KR7123690000,한국화장품,KOSPI,,7040,2,-90,-1.26,7130,7130,7010,23677,166617675,1131,16068000,STK,화장품,Personal Products
123860,KR7123860009,아나패스,KOSDAQ,벤처기업부,19770,1,360,1.85,19700,20100,19000,54944,1088919925,2396,12123415,KSQ,IT하드웨어/반도체,Display and Display accessory
123890,KR7123890006,한국자산신탁,KOSPI,,2405,2,-5,-0.21,2415,2425,2390,98281,236433718,2943,122373926,STK,기타금융,Real Estate
124500,KR7124500000,아이티센글로벌,KOSDAQ,중견기업부,8590,1,380,4.63,8260,8800,8040,769090,6475508750,1993,23204527,KSQ,IT소프트웨어,Metal & Mining
124560,KR7124560004,태웅로직스,KOSDAQ,우량기업부,2940,2,-25,-0.84,2975,2985,2940,73367,217267744,1114,37916584,KSQ,운송/항공/물류,Marine
126340,KR7126340009,비나텍,KOSDAQ,벤처기업부,29650,1,1350,4.77,28300,30250,28000,50980,1501903950,1889,6372438,KSQ,이차전지 소재,Electrical Equipment
126560,KR7126560002,현대퓨처넷,KOSPI,,3230,1,30,0.94,3205,3245,3175,59301,191367210,3559,110202945,STK,미디어,Personal Products
126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,2985,2,-5,-0.17,2955,3005,2950,16144,47864895,1873,62766899,KSQ,건자재,Auto Components
126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,16620,2,-180,-1.07,16730,16940,16600,66268,1109420580,2483,14942112,KSQ,디스플레이 장비,Mobile phone and Mobile accessory
126720,KR7126720002,수산인더스트리,KOSPI,,19470,2,-350,-1.77,19650,19800,19450,10255,200724340,2781,14286000,STK,조선/기계/중공업,Energy Equipment & service
127120,KR7127120004,제이에스링크,KOSDAQ,벤처기업부,8140,2,-330,-3.9,8470,8470,7800,304063,2457503545,2196,26978424,KSQ,IT하드웨어/반도체,Biotechnology
128820,KR7128820008,대성산업,KOSPI,,3420,0,0,0.0,0,0,0,0,0,1547,45235478,STK,유틸리티,"Oil, Gas & consumable Fuels"
128940,KR7128940004,한미약품,KOSPI,,293500,1,5000,1.73,287000,295000,284000,52350,15217406000,37600,12810991,STK,바이오/제약/신약개발,Pharmaceuticals
130660,KR7130660004,한전산업,KOSPI,,10970,2,-220,-1.97,11170,11250,10910,140090,1542358865,3576,32600000,STK,전력기기,Energy Equipment & service
131030,KR7131030009,옵투스제약,KOSDAQ,우량기업부,6390,2,-20,-0.31,6440,6450,6160,35753,225459340,1032,16153162,KSQ,바이오/제약/신약개발,Pharmaceuticals
131290,KR7131290009,티에스이,KOSDAQ,우량기업부,45500,2,-1400,-2.99,46500,46950,45300,19486,893502375,5032,11061429,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
131370,KR7131370009,알서포트,KOSDAQ,벤처기업부,3310,1,20,0.61,3295,3340,3260,118433,391291635,1763,53267083,KSQ,IT소프트웨어,Software
131970,KR7131970006,두산테스나,KOSDAQ GLOBAL,우량기업부,25450,2,-500,-1.93,25750,25950,25350,53356,1360076925,4918,19327238,KSQ,반도체,Semiconductors & Semiconductor Equipment
134380,KR7134380005,미원화학,KOSPI,,78900,2,-100,-0.13,78900,78900,78900,1,78900,1735,2199268,STK,정유/화학/가스,Chemicals
136480,KR7136480001,하림,KOSDAQ,중견기업부,3050,1,25,0.83,3030,3150,3005,773223,2367458990,3239,106209702,KSQ,음식료,Food Products
136490,KR7136490000,선진,KOSPI,,7850,1,500,6.8,7450,8150,7300,1531045,12004460905,1866,23779604,STK,음식료,Food Products
136540,KR7136540002,윈스테크넷,KOSDAQ,우량기업부,11990,2,-180,-1.48,12110,12140,11990,7095,85259470,1472,12279746,KSQ,IT소프트웨어,Software
137310,KR7137310009,에스디바이오센서,KOSPI,,10100,1,360,3.7,9650,10150,9650,160546,1599994865,12296,121749102,STK,진단기기/의료기기,Health Care Equipment & Supplies
137400,KR7137400008,피엔티,KOSDAQ GLOBAL,우량기업부,37750,2,-500,-1.31,38250,38500,37700,75311,2862977700,8963,23743086,KSQ,이차전지 장비,Electtronic Equipment & Instruments
138040,KR7138040001,메리츠금융지주,KOSPI,,112900,2,-3700,-3.17,115500,116600,112200,353405,40244928850,203236,180014473,STK,지주회사,Capital Markets
138080,KR7138080007,오이솔루션,KOSDAQ,벤처기업부,10130,1,430,4.43,9700,10170,9670,36263,363463595,1076,10624095,KSQ,통신,Commuications Equipment
138490,KR7138490008,코오롱ENP,KOSPI,,6740,1,180,2.74,6630,6820,6410,136516,905014155,2561,38000000,STK,정유/화학/가스,Chemicals
138610,KR7138610001,나이벡,KOSDAQ,기술성장기업부,21000,2,-350,-1.64,21150,21250,20500,40055,833683125,2314,11019217,KSQ,바이오/제약/신약개발,Health Care Equipment & Supplies
