Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,FICS
007860,KR7007860000,서연,KOSPI,,7020,2,-70,-0.99,7100,7150,6980,33923,238743910,1648,23479844,STK,Auto Components
090350,KR7090350000,노루페인트,KOSPI,,8200,1,410,5.26,7820,8260,7810,282552,2289910225,1640,20000000,STK,Building Products
000970,KR7000970004,한국주철관,KOSPI,,7180,1,90,1.27,7100,7390,7020,680000,4916324400,1637,22800500,STK,Metal & Mining
009270,KR7009270000,신원,KOSPI,,1588,1,16,1.02,1574,1606,1563,824902,1311822116,1629,102586356,STK,"Textiles,Apparel"
007210,KR7007210008,벽산,KOSPI,,2435,1,100,4.28,2345,2465,2335,463700,1113743402,1628,66860000,STK,Building Products
036420,KR7036420008,콘텐트리중앙,KOSPI,,8450,1,10,0.12,8440,8540,8420,23548,199311165,1627,19262308,STK,Media
003070,KR7003070000,코오롱글로벌,KOSPI,,8580,2,-50,-0.58,8650,8660,8560,6848,59071315,1624,18932713,STK,Construction & Engineering
000300,KR7000300004,DH오토넥스,KOSPI,,1984,0,0,0.0,0,0,0,0,0,1616,81451691,STK,Auto Components
000390,KR7000390005,삼화페인트,KOSPI,,5930,1,40,0.68,5910,5960,5900,24522,145192890,1613,27203469,STK,Building Products
001750,KR7001750009,한양증권,KOSPI,,12470,1,290,2.38,12190,12550,12150,19136,236970870,1587,12728534,STK,Capital Markets
462520,KR7462520008,조선내화,KOSPI,,13320,2,-120,-0.89,13590,13590,13310,1867,25023020,1579,11855168,STK,Metal & Mining
008110,KR7008110009,대동전자,KOSPI,,15040,0,0,0.0,0,0,0,0,0,1577,10490447,STK,Electtronic Equipment & Instruments
004100,KR7004100004,태양금속,KOSPI,,4295,2,-5,-0.12,4610,5050,4195,7150085,33090967579,1576,36700000,STK,Auto Components
210980,KR7210980009,SK디앤디,KOSPI,,8450,2,-20,-0.24,8490,8530,8390,19732,166967830,1573,18617382,STK,Real Estate
002390,KR7002390003,한독,KOSPI,,11410,2,-70,-0.61,11490,11490,11360,4166,47518830,1570,13763533,STK,Pharmaceuticals
027970,KR7027970003,한국제지,KOSPI,,823,2,-7,-0.84,832,832,823,18935,15629807,1565,190178237,STK,Paper & Forest Products
400760,KR7400760005,NH올원리츠,KOSPI,,3575,2,-25,-0.69,3595,3595,3515,21313,76184055,1564,43767888,STK,Real Estate
000860,KR7000860007,강남제비스코,KOSPI,,23850,0,0,0.0,0,0,0,0,0,1550,6500000,STK,Building Products
350520,KR7350520003,이지스레지던스리츠,KOSPI,,4205,1,25,0.6,4190,4245,4175,47752,200880930,1550,36866202,STK,Real Estate
139990,KR7139990006,아주스틸,KOSPI,,3980,2,-25,-0.62,4010,4020,3955,4315,17191995,1542,38755414,STK,Metal & Mining
003610,KR7003610003,방림,KOSPI,,3830,1,20,0.52,3780,3930,3780,10748,41255240,1539,40202158,STK,"Textiles,Apparel"
105840,KR7105840003,우진,KOSPI,,7620,2,-130,-1.68,7880,7890,7530,130368,1003419695,1539,20197670,STK,Machinery
004090,KR7004090007,한국석유,KOSPI,,12050,2,-350,-2.82,12130,12260,12030,49024,593178260,1529,12694120,STK,Chemicals
011280,KR7011280005,태림포장,KOSPI,,2150,1,5,0.23,2145,2165,2115,79670,171130935,1522,70805940,STK,Containers & Packaging
016450,KR7016450009,한세예스24홀딩스,KOSPI,,3805,1,65,1.74,3780,3880,3770,40991,157647775,1522,40000000,STK,"Textiles,Apparel"
008040,KR7008040008,사조동아원,KOSPI,,1065,2,-16,-1.48,1082,1083,1059,629888,672498887,1503,141144600,STK,Food Products
487570,KR7487570004,HS효성,KOSPI,,40300,1,550,1.38,39650,40650,38750,5335,213656775,1501,3725927,STK,Industrial Conglomerates
003580,KR7003580008,HLB글로벌,KOSPI,,2985,2,-30,-1.0,3025,3025,2980,27225,81588130,1499,50218121,STK,Distributors
008490,KR7008490005,서흥,KOSPI,,12930,2,-360,-2.71,13380,13390,12920,41693,545835225,1495,11569113,STK,Pharmaceuticals
079430,KR7079430005,현대리바트,KOSPI,,7210,1,20,0.28,7200,7280,7190,6150,44453800,1480,20535282,STK,Household Durables
010770,KR7010770006,평화홀딩스,KOSPI,,10090,1,180,1.82,9910,10320,9230,1110049,10934632340,1475,14625466,STK,Auto Components
298000,KR7298000001,효성화학,KOSPI,,38900,0,0,0.0,0,0,0,0,0,1475,3791811,STK,Chemicals
004250,KR7004250007,NPC,KOSPI,,4000,1,5,0.13,3995,4010,3950,7449,29681425,1468,36720000,STK,Containers & Packaging
005430,KR7005430004,한국공항,KOSPI,,46000,2,-250,-0.54,46400,46400,45600,671,30971800,1456,3166355,STK,Airlines
004970,KR7004970000,신라교역,KOSPI,,9080,1,100,1.11,9000,9090,8990,14723,133484330,1452,16000000,STK,Food Products
001520,KR7001520006,동양,KOSPI,,608,1,23,3.93,585,611,585,380854,227766662,1451,238684063,STK,Construction Materials
003830,KR7003830007,대한화섬,KOSPI,,108700,2,-200,-0.18,109000,109900,108200,24,2610200,1443,1328000,STK,Chemicals
025820,KR7025820002,이구산업,KOSPI,,4300,2,-65,-1.49,4360,4365,4280,126986,548690170,1438,33442000,STK,Metal & Mining
020120,KR7020120002,키다리스튜디오,KOSPI,,3875,1,105,2.79,3740,3975,3660,1519461,5815425778,1436,37063766,STK,Media
003060,KR7003060001,에이프로젠바이오로직스,KOSPI,,723,1,5,0.7,718,730,713,122275,87981365,1434,198407845,STK,Pharmaceuticals
092220,KR7092220003,KEC,KOSPI,,714,2,-4,-0.56,723,725,712,172462,123739352,1433,200763141,STK,Semiconductors & Semiconductor Equipment
000700,KR7000700005,유수홀딩스,KOSPI,,5490,1,20,0.37,5500,5510,5470,14500,79574840,1429,26041812,STK,Marine
015230,KR7015230006,대창단조,KOSPI,,4990,1,10,0.2,4980,5020,4980,25462,127311475,1425,28572230,STK,Machinery
128820,KR7128820008,대성산업,KOSPI,,3145,2,-25,-0.79,3170,3200,3110,65241,205516920,1422,45235478,STK,"Oil, Gas & consumable Fuels"
001360,KR7001360007,삼성제약,KOSPI,,1504,2,-2,-0.13,1519,1519,1495,67643,101671446,1416,94162079,STK,Pharmaceuticals
015890,KR7015890007,태경산업,KOSPI,,4835,1,15,0.31,4825,4850,4800,33178,160093765,1413,29228750,STK,Industrial Conglomerates
002170,KR7002170009,삼양통상,KOSPI,,47100,1,200,0.43,46950,47300,46800,1256,59052250,1413,3000000,STK,"Textiles,Apparel"
024090,KR7024090003,디씨엠,KOSPI,,12320,2,-60,-0.48,12460,12480,12200,548,6776550,1404,11400000,STK,Metal & Mining
001020,KR7001020007,페이퍼코리아,KOSPI,,787,2,-6,-0.76,784,809,781,35259,27961165,1400,177983313,STK,Paper & Forest Products
136490,KR7136490000,선진,KOSPI,,5880,3,0,0.0,5880,5940,5820,16023,94273990,1398,23779604,STK,Food Products
012320,KR7012320008,경동인베스트,KOSPI,,59100,1,1900,3.32,58600,60900,58100,8342,497738050,1397,2365023,STK,Metal & Mining
004080,KR7004080008,신흥,KOSPI,,14490,2,-110,-0.75,14540,14560,14480,1723,24995950,1376,9500000,STK,Health Care Equipment & Supplies
094280,KR7094280005,효성ITX,KOSPI,,11870,2,-30,-0.25,11900,11950,11810,4603,54754865,1371,11558200,STK,Commercial Services & Supplies
003720,KR7003720000,삼영,KOSPI,,4010,1,10,0.25,4050,4050,3940,84894,338374555,1363,34000000,STK,Containers & Packaging
006890,KR7006890008,태경케미컬,KOSPI,,11750,2,-70,-0.59,11790,11790,11680,20632,241851630,1363,11600000,STK,Chemicals
014280,KR7014280002,금강공업,KOSPI,,4630,2,-50,-1.07,4640,4680,4590,218920,1012723807,1357,29329357,STK,Building Products
012610,KR7012610002,경인양행,KOSPI,,3245,1,20,0.62,3225,3300,3145,51415,166984526,1350,41616365,STK,Chemicals
480370,KR7480370006,씨케이솔루션,KOSPI,,12340,2,-70,-0.56,12300,12540,12090,107841,1323835000,1349,10934861,STK,Machinery
004710,KR7004710000,한솔테크닉스,KOSPI,,4195,1,45,1.08,4150,4210,4125,53525,223834425,1347,32109878,STK,Electtronic Equipment & Instruments
014580,KR7014580005,태경비케이,KOSPI,,4850,1,130,2.75,4705,4860,4700,129173,618222932,1337,27583100,STK,Construction Materials
003460,KR7003460003,유화증권,KOSPI,,2340,1,10,0.43,2330,2350,2320,31681,74410330,1326,56702415,STK,Capital Markets
006840,KR7006840003,AK홀딩스,KOSPI,,10010,1,10,0.1,10350,10350,10000,3383,33945560,1326,13247561,STK,Chemicals
214330,KR7214330003,금호에이치티,KOSPI,,616,1,3,0.49,616,623,612,228976,141150534,1317,213914131,STK,Auto Components
214390,KR7214390007,경보제약,KOSPI,,5460,2,-130,-2.33,5600,5600,5410,15462,85249200,1305,23906860,STK,Pharmaceuticals
450140,KR7450140009,코오롱모빌리티그룹,KOSPI,,2070,2,-50,-2.36,2115,2120,2060,143531,299919508,1299,62777250,STK,Automobiles
317400,KR7317400000,자이에스앤디,KOSPI,,3345,1,5,0.15,3340,3375,3320,1876,6277705,1297,38782520,STK,Construction & Engineering
210540,KR7210540001,디와이파워,KOSPI,,11620,2,-50,-0.43,11750,11750,11570,7927,92324805,1283,11041708,STK,Machinery
033180,KR7033180001,KH 필룩스,KOSPI,,6630,0,0,0.0,0,0,0,0,0,1282,19345405,STK,Electtronic Equipment & Instruments
010580,KR7010580009,에스엠벡셀,KOSPI,,1147,2,-7,-0.61,1163,1164,1138,39505,45305230,1276,111251760,STK,Auto Components
005950,KR7005950001,이수화학,KOSPI,,5610,1,30,0.54,5640,5700,5540,9697,54652810,1274,22722739,STK,Chemicals
002620,KR7002620003,제일파마홀딩스,KOSPI,,7960,1,60,0.76,7900,8060,7850,8711,69185560,1271,15973355,STK,Pharmaceuticals
267850,KR7267850006,아시아나IDT,KOSPI,,11310,1,180,1.62,11140,11350,11110,3477,39150780,1255,11100000,STK,IT Services
063160,KR7063160006,종근당바이오,KOSPI,,22650,2,-550,-2.37,23300,23300,22600,4095,93698900,1242,5485962,STK,Pharmaceuticals
004140,KR7004140000,동방,KOSPI,,2580,2,-60,-2.27,2705,2810,2555,4494422,12034965592,1237,47971766,STK,Transportation Infrastructure
248170,KR7248170003,샘표식품,KOSPI,,26900,3,0,0.0,27050,27200,26850,6759,182342600,1228,4568286,STK,Food Products
015590,KR7015590003,KIB플러그에너지,KOSPI,,515,0,0,0.0,0,0,0,0,0,1220,236981544,STK,Machinery
010100,KR7010100006,한국무브넥스,KOSPI,,4000,2,-50,-1.23,4025,4065,3985,85188,342108004,1218,30450420,STK,Auto Components
077500,KR7077500007,유니퀘스트,KOSPI,,5630,2,-50,-0.88,5680,5750,5610,41108,232896910,1216,21600102,STK,Semiconductors & Semiconductor Equipment
120030,KR7120030002,조선선재,KOSPI,,96100,2,-800,-0.83,96900,96900,95300,311,29938600,1208,1257651,STK,Metal & Mining
003480,KR7003480001,한진중공업홀딩스,KOSPI,,4090,1,100,2.51,3970,4125,3950,44526,181121972,1207,29529812,STK,Gas Utility
012800,KR7012800009,대창,KOSPI,,1317,2,-17,-1.27,1345,1345,1316,461503,611668096,1200,91140499,STK,Metal & Mining
007540,KR7007540008,샘표,KOSPI,,41500,2,-300,-0.72,42100,42100,41450,3980,165773000,1193,2875800,STK,Food Products
006660,KR7006660005,삼성공조,KOSPI,,14640,2,-160,-1.08,14800,14960,14550,70127,1033312995,1189,8126314,STK,Auto Components
014530,KR7014530000,극동유화,KOSPI,,3405,2,-15,-0.44,3435,3435,3400,45950,156703825,1187,34869420,STK,"Oil, Gas & consumable Fuels"
058850,KR7058850009,KTcs,KOSPI,,2775,1,35,1.28,2800,2815,2760,351817,980477404,1184,42685000,STK,Commercial Services & Supplies
005870,KR7005870001,휴니드,KOSPI,,8380,2,-90,-1.06,8530,8550,8350,191771,1615676845,1182,14116015,STK,Commuications Equipment
023450,KR7023450000,동남합성,KOSPI,,33750,3,0,0.0,33750,33750,33550,582,19632650,1181,3500000,STK,Chemicals
031440,KR7031440001,신세계푸드,KOSPI,,30500,2,-300,-0.97,31000,31000,30450,2368,72859950,1181,3872480,STK,Food Products
014440,KR7014440002,영보화학,KOSPI,,5820,1,825,16.52,5000,6180,4800,6272101,35922297079,1164,20000000,STK,Chemicals
009070,KR7009070004,KCTC,KOSPI,,3880,2,-60,-1.52,3990,4000,3860,93917,368470150,1164,30000000,STK,Road & Rail
012600,KR7012600003,청호ICT,KOSPI,,2490,0,0,0.0,0,0,0,0,0,1161,46634517,STK,Computers & Peripherals
017370,KR7017370008,우신시스템,KOSPI,,6340,1,240,3.93,6300,6520,6200,167147,1065705905,1161,18314054,STK,Auto Components
033530,KR7033530007,SJG세종,KOSPI,,4170,1,5,0.12,4165,4185,4140,11162,46581650,1160,27820961,STK,Auto Components
035000,KR7035000009,HS애드,KOSPI,,6990,1,10,0.14,6980,7050,6960,12360,86505875,1158,16567409,STK,Media
069460,KR7069460004,대호에이엘,KOSPI,,1696,2,-34,-1.97,1730,1730,1686,319496,547630090,1150,67834027,STK,Metal & Mining
017550,KR7017550005,수산중공업,KOSPI,,1834,2,-5,-0.27,1832,1845,1824,63350,116084536,1144,62399130,STK,Machinery
019440,KR7019440007,세아특수강,KOSPI,,13320,1,10,0.08,13300,13350,13270,3495,46504110,1141,8570000,STK,Metal & Mining
002450,KR7002450005,삼익악기,KOSPI,,1257,1,9,0.72,1253,1260,1240,122120,152668836,1137,90530915,STK,Leisure Equipment & Products
011150,KR7011150000,CJ씨푸드,KOSPI,,3160,2,-65,-2.02,3225,3240,3150,202319,644301399,1135,35930773,STK,Food Products
016710,KR7016710006,대성홀딩스,KOSPI,,7050,3,0,0.0,7110,7110,7040,14716,104123750,1134,16089459,STK,Gas Utility
007280,KR7007280001,한국특강,KOSPI,,1854,2,-21,-1.12,1875,1875,1830,17838,33017902,1127,60813311,STK,Metal & Mining
001080,KR7001080001,만호제강,KOSPI,,27100,1,50,0.18,27050,28900,27050,247,6934900,1124,4150000,STK,Metal & Mining
089470,KR7089470009,HDC현대EP,KOSPI,,3500,2,-5,-0.14,3585,3585,3480,8832,30957665,1116,31900000,STK,Auto Components
123690,KR7123690000,한국화장품,KOSPI,,6940,2,-60,-0.86,7000,7030,6900,41743,290563455,1115,16068000,STK,Personal Products
002200,KR7002200004,한국수출포장,KOSPI,,2740,1,5,0.18,2740,2745,2720,2585,7065249,1096,40000000,STK,Containers & Packaging
002700,KR7002700003,신일전자,KOSPI,,1539,1,4,0.26,1535,1546,1525,139363,214457974,1093,71047521,STK,Household Durables
008700,KR7008700007,아남전자,KOSPI,,1414,2,-19,-1.33,1421,1437,1409,181611,258026279,1090,77124820,STK,Household Durables
004310,KR7004310009,현대약품,KOSPI,,3405,1,5,0.15,3405,3430,3395,21347,72846130,1089,32000000,STK,Pharmaceuticals
012690,KR7012690004,모나리자,KOSPI,,2975,2,-15,-0.5,3000,3050,2965,252735,762818634,1087,36571255,STK,Household Products
011810,KR7011810009,STX,KOSPI,,3475,2,-65,-1.84,3710,3710,3475,23343,82521760,1077,31017927,STK,Trading Companies & Distributors
002990,KR7002990000,금호건설,KOSPI,,2900,2,-25,-0.85,2935,2950,2830,102429,296103380,1071,36953595,STK,Construction & Engineering
034590,KR7034590000,인천도시가스,KOSPI,,24450,1,100,0.41,24400,24500,24400,403,9844000,1069,4374754,STK,Gas Utility
194370,KR7194370003,제이에스코퍼레이션,KOSPI,,7670,2,-30,-0.39,7750,7750,7640,9269,71313560,1067,13914171,STK,"Textiles,Apparel"
396690,KR7396690000,미래에셋글로벌리츠,KOSPI,,2660,2,-15,-0.56,2680,2695,2650,11315,30173804,1053,39605940,STK,Real Estate
004830,KR7004830006,덕성,KOSPI,,6710,1,10,0.15,6850,6880,6670,273984,1850918140,1052,15680000,STK,"Textiles,Apparel"
264900,KR7264900002,크라운제과,KOSPI,,8380,1,100,1.21,8280,8490,8230,74595,624727805,1049,12523850,STK,Food Products
002780,KR7002780005,진흥기업,KOSPI,,720,3,0,0.0,721,731,715,330253,238610023,1047,145471745,STK,Construction & Engineering
363280,KR7363280009,티와이홀딩스,KOSPI,,2060,2,-30,-1.44,2090,2100,2055,70296,145402790,1038,50429268,STK,Hotel & Leisure
093240,KR7093240000,형지엘리트,KOSPI,,2705,2,-60,-2.17,2810,2920,2700,1175575,3261753016,1038,38390259,STK,"Textiles,Apparel"
017900,KR7017900002,광전자,KOSPI,,1787,2,-3,-0.17,1775,1799,1775,9083,16256153,1035,57943763,STK,Electtronic Equipment & Instruments
044820,KR7044820009,코스맥스비티아이,KOSPI,,10770,1,90,0.84,10830,10830,10600,4038,43349280,1034,9603921,STK,Food Products
014710,KR7014710008,사조씨푸드,KOSPI,,5990,2,-50,-0.83,6040,6250,5970,121804,732532150,1031,17218543,STK,Food Products
267290,KR7267290005,경동도시가스,KOSPI,,17370,1,140,0.81,17230,17380,17220,1630,28240580,1024,5895406,STK,Gas Utility
013570,KR7013570007,디와이,KOSPI,,3850,1,10,0.26,3850,3880,3820,22434,86319179,1013,26319633,STK,Machinery
004150,KR7004150009,한솔홀딩스,KOSPI,,2445,1,15,0.62,2435,2470,2430,19301,47052860,1003,41026620,STK,Industrial Conglomerates
002210,KR7002210003,동성제약,KOSPI,,3835,1,25,0.66,3810,3905,3720,277509,1056822084,1000,26100970,STK,Pharmaceuticals
004890,KR7004890000,동일산업,KOSPI,,41000,2,-250,-0.61,40650,41000,40650,391,15931600,994,2425215,STK,Metal & Mining
002720,KR7002720001,국제약품,KOSPI,,4695,2,-15,-0.32,4700,4730,4670,48101,225923490,993,21159832,STK,Pharmaceuticals
016740,KR7016740003,두올,KOSPI,,3170,1,20,0.63,3185,3190,3150,10081,31973890,992,31304984,STK,Auto Components
002460,KR7002460004,HS화성,KOSPI,,9765,1,85,0.88,9680,9890,9580,21646,210841510,991,10150000,STK,Construction & Engineering
227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,10870,3,0,0.0,10870,10920,10830,5459,59302480,989,9100836,STK,Food Products
111380,KR7111380002,동인기연,KOSPI,,16100,1,100,0.63,15800,16710,15760,29711,485346550,986,6128000,STK,"Textiles,Apparel"
244920,KR7244920005,에이플러스에셋,KOSPI,,4350,2,-10,-0.23,4360,4435,4340,28220,123549180,983,22607693,STK,Insurance
163560,KR7163560006,동일고무벨트,KOSPI,,7010,2,-30,-0.43,7040,7090,7000,26191,183851640,974,13900000,STK,Chemicals
010660,KR7010660009,화천기계,KOSPI,,4420,1,75,1.73,4315,4465,4315,284809,1253963079,972,22000000,STK,Machinery
004540,KR7004540001,깨끗한나라,KOSPI,,2605,2,-25,-0.95,2700,2725,2605,268209,711154404,970,37240693,STK,Paper & Forest Products
002600,KR7002600005,조흥,KOSPI,,158000,1,500,0.32,158000,158000,158000,15,2370000,948,600000,STK,Food Products
010040,KR7010040004,한국내화,KOSPI,,2300,2,-20,-0.86,2335,2335,2270,56436,129242940,944,41067062,STK,Metal & Mining
023000,KR7023000003,삼원강재,KOSPI,,2360,2,-10,-0.42,2370,2370,2345,2074,4876264,944,40000000,STK,Auto Components
011700,KR7011700002,한신기계,KOSPI,,2900,2,-15,-0.51,2940,2985,2900,144605,423641017,940,32446151,STK,Machinery
071090,KR7071090005,하이스틸,KOSPI,,4660,2,-170,-3.52,4855,4930,4625,1436309,6862184114,940,20191471,STK,Metal & Mining
008260,KR7008260002,NI스틸,KOSPI,,3285,2,-25,-0.76,3280,3345,3280,13359,44219040,939,28600117,STK,Building Products
000910,KR7000910000,유니온,KOSPI,,6010,1,170,2.91,5900,6230,5900,1717841,10428600805,938,15611619,STK,Construction Materials
014790,KR7014790000,HL D&I,KOSPI,,2450,1,90,3.81,2370,2460,2340,92523,224610051,927,37858601,STK,Construction & Engineering
024900,KR7024900003,디와이덕양,KOSPI,,2830,2,-20,-0.7,2870,2875,2825,22394,63711315,921,32564980,STK,Auto Components
067830,KR7067830000,세이브존I&C,KOSPI,,2245,2,-45,-1.97,2270,2285,2230,17632,39698610,921,41040895,STK,Multiline Retail
005800,KR7005800008,신영와코루,KOSPI,,10230,2,-20,-0.2,10390,10390,10150,1984,20344610,920,9000000,STK,"Textiles,Apparel"
011390,KR7011390002,부산산업,KOSPI,,87100,2,-6400,-6.84,92200,92400,86300,37487,3339337900,919,1056000,STK,Construction Materials
004920,KR7004920005,씨아이테크,KOSPI,,1820,1,358,24.49,1400,1900,1361,9883421,17406626379,911,50065793,STK,IT Services
023800,KR7023800006,인지컨트롤스,KOSPI,,5760,2,-60,-1.03,5830,5830,5740,6197,35768920,910,15809197,STK,Auto Components
079980,KR7079980009,휴비스,KOSPI,,2610,1,35,1.36,2580,2610,2555,15773,40893495,900,34500000,STK,"Textiles,Apparel"
129260,KR7129260006,인터지스,KOSPI,,3005,1,20,0.67,3160,3160,2920,226858,685110524,893,29747874,STK,Marine
058860,KR7058860008,KTis,KOSPI,,2540,1,15,0.59,2540,2565,2525,112145,285987326,883,34802000,STK,Commercial Services & Supplies
016090,KR7016090003,대현,KOSPI,,1996,2,-29,-1.43,2025,2030,1993,35921,71951454,883,44282310,STK,"Textiles,Apparel"
032560,KR7032560005,황금에스티,KOSPI,,5190,2,-10,-0.19,5210,5220,5150,1498,7782830,882,17000000,STK,Metal & Mining
016880,KR7016880007,웅진,KOSPI,,1093,1,38,3.6,1056,1101,1053,457863,498703515,873,79927080,STK,Media
004840,KR7004840005,DRB동일,KOSPI,,4370,2,-120,-2.67,4545,4545,4360,35389,156417679,870,19930000,STK,Chemicals
005740,KR7005740006,크라운해태홀딩스,KOSPI,,5860,1,80,1.38,5750,5910,5750,40752,237992290,870,14847347,STK,Food Products
009200,KR7009200007,무림페이퍼,KOSPI,,2090,2,-5,-0.24,2090,2100,2075,59076,123389565,869,41609310,STK,Paper & Forest Products
001560,KR7001560002,제일연마,KOSPI,,8770,1,240,2.81,8530,8880,8530,10647,92371940,868,9900000,STK,Metal & Mining
000180,KR7000180000,성창기업지주,KOSPI,,1242,1,1,0.08,1240,1254,1240,13415,16738744,866,69751600,STK,Paper & Forest Products
001380,KR7001380005,SG글로벌,KOSPI,,1924,2,-39,-1.99,1931,1958,1826,1285619,2409538325,865,44964143,STK,Auto Components
372910,KR7372910000,한컴라이프케어,KOSPI,,3125,1,15,0.48,3110,3180,3095,85339,268434059,864,27674406,STK,Health Care Equipment & Supplies
013520,KR7013520002,화승코퍼레이션,KOSPI,,1715,1,1,0.06,1758,1768,1710,28242,48791811,858,50051252,STK,Auto Components
011690,KR7011690005,와이투솔루션,KOSPI,,2340,2,-55,-2.3,2395,2410,2335,67769,160604815,855,36574394,STK,Electtronic Equipment & Instruments
006880,KR7006880009,신송홀딩스,KOSPI,,7220,2,-20,-0.28,7200,7550,7200,160771,1173781990,854,11828858,STK,Food Products
047400,KR7047400007,유니온머티리얼,KOSPI,,2025,1,15,0.75,2045,2080,1999,537884,1096554059,850,42000000,STK,Auto Components
005960,KR7005960000,동부건설,KOSPI,,3695,1,40,1.09,3700,3705,3640,14100,51934912,847,22946345,STK,Construction & Engineering
000590,KR7000590000,CS홀딩스,KOSPI,,73300,3,0,0.0,73300,73500,72600,484,35329000,846,1154482,STK,Metal & Mining
006370,KR7006370001,대구백화점,KOSPI,,7790,2,-210,-2.63,8000,8050,7790,13543,106528570,843,10821611,STK,Multiline Retail
078000,KR7078000007,텔코웨어,KOSPI,,9120,1,130,1.45,9030,9290,8990,28201,257565865,842,9240077,STK,Software
338100,KR7338100001,NH프라임리츠,KOSPI,,4510,3,0,0.0,4540,4545,4510,8680,39250745,841,18660000,STK,Real Estate
004960,KR7004960001,한신공영,KOSPI,,7240,1,240,3.43,6950,7330,6930,51372,366521050,837,11570702,STK,Construction & Engineering
007590,KR7007590003,동방아그로,KOSPI,,6110,1,10,0.16,6100,6130,6100,1395,8523340,832,13617577,STK,Chemicals
001260,KR7001260009,남광토건,KOSPI,,8410,1,10,0.12,8420,8640,8300,39811,338508970,826,9832572,STK,Construction & Engineering
090080,KR7090080003,평화산업,KOSPI,,1492,2,-57,-3.68,1568,1590,1465,3442063,5212175130,819,54902259,STK,Auto Components
021820,KR7021820006,세원정공,KOSPI,,8150,1,110,1.37,8040,8210,7970,13182,107128840,815,10000000,STK,Auto Components
010960,KR7010960003,삼호개발,KOSPI,,3210,1,170,5.59,3040,3260,3025,268101,846802265,802,25000000,STK,Construction & Engineering
001470,KR7001470004,삼부토건,KOSPI,,347,0,0,0.0,0,0,0,0,0,796,229681824,STK,Construction & Engineering
006090,KR7006090005,사조오양,KOSPI,,8430,3,0,0.0,8360,8510,8360,3458,29162180,794,9422739,STK,Food Products
000220,KR7000220004,유유제약,KOSPI,,4660,2,-5,-0.11,4670,4750,4600,50668,236528245,793,17032351,STK,Pharmaceuticals
031820,KR7031820004,콤텍시스템,KOSPI,,655,1,11,1.71,644,663,640,737237,484302990,792,121051466,STK,IT Services
111110,KR7111110003,호전실업,KOSPI,,8130,1,90,1.12,7960,8140,7920,17104,138334460,792,9749984,STK,"Textiles,Apparel"
004770,KR7004770004,써니전자,KOSPI,,2125,2,-235,-9.96,2285,2285,2060,3430882,7459637285,779,36702884,STK,Electtronic Equipment & Instruments
036580,KR7036580009,팜스코,KOSPI,,2100,1,45,2.19,2040,2105,2040,14132,29492040,771,36727943,STK,Food Products
011420,KR7011420007,갤럭시아에스엠,KOSPI,,2755,2,-155,-5.33,3055,3070,2685,11217068,32092531681,758,27549644,STK,Leisure Equipment & Products
013870,KR7013870001,지엠비코리아,KOSPI,,3945,1,30,0.77,3920,3985,3910,12261,48244897,752,19072280,STK,Auto Components
072130,KR7072130008,유엔젤,KOSPI,,5670,3,0,0.0,5670,5750,5560,82717,466684220,748,13195454,STK,IT Services
004720,KR7004720009,팜젠사이언스,KOSPI,,4090,1,35,0.86,4095,4170,4055,59524,244323830,744,18201304,STK,Pharmaceuticals
004450,KR7004450003,삼화왕관,KOSPI,,34400,1,2550,8.01,31850,35500,31850,18587,631618725,741,2154379,STK,Containers & Packaging
014990,KR7014990006,인디에프,KOSPI,,986,2,-14,-1.4,1000,1013,981,365067,363053863,740,75112995,STK,"Textiles,Apparel"
101140,KR7101140002,인바이오젠,KOSPI,,7370,1,400,5.74,7220,7450,6880,53501,389672690,740,10044216,STK,Electtronic Equipment & Instruments
018500,KR7018500009,동원금속,KOSPI,,1581,2,-38,-2.35,1631,1687,1575,594331,952482513,739,46754933,STK,Auto Components
009190,KR7009190000,대양금속,KOSPI,,1741,1,136,8.47,1629,1867,1627,1693006,2999742836,737,42359986,STK,Metal & Mining
011230,KR7011230000,삼화전자,KOSPI,,4355,1,15,0.35,4340,4530,4250,128078,563396491,736,16902700,STK,Electrical Equipment
002140,KR7002140002,고려산업,KOSPI,,2920,2,-15,-0.51,2940,2960,2905,162263,474721115,728,24939425,STK,Food Products
003780,KR7003780004,진양산업,KOSPI,,5580,2,-70,-1.24,5640,5670,5550,333308,1866511505,725,13000000,STK,Chemicals
004910,KR7004910006,조광페인트,KOSPI,,5650,2,-20,-0.35,5670,5670,5620,7015,39728870,723,12800000,STK,Building Products
100220,KR7100220003,비상교육,KOSPI,,5550,2,-130,-2.29,5680,5720,5530,96071,539347765,721,12996741,STK,Education
004870,KR7004870002,티웨이홀딩스,KOSPI,,636,2,-21,-3.2,652,661,633,568169,366212607,719,113163494,STK,Building Products
015020,KR7015020001,이스타코,KOSPI,,1679,2,-39,-2.27,1726,1790,1678,827047,1420813629,719,42851600,STK,Real Estate
013700,KR7013700000,까뮤이앤씨,KOSPI,,1202,2,-52,-4.15,1279,1279,1194,203911,247761424,718,59750830,STK,Construction & Engineering
007980,KR7007980006,TP,KOSPI,,1382,2,-3,-0.22,1400,1407,1371,156867,218233140,707,51175130,STK,"Textiles,Apparel"
